word,definition,translation
turndown ratio,,[化] 负荷比
turned,a. moved around an axis or center,a. 变质的；被转动的；[金属加工]车削的
turned bolt,,[机] 车光螺栓
turned on,,na. 转向；对…进行突击\n[网络] 打开；打开电源开关；打开的
turned out,,a. …装束的；…打扮的
turned-on,,"a. 赶时髦的, 兴奋的"
turner,n. United States slave and insurrectionist who in 1831 led a rebellion of slaves in Virginia; he was captured and executed (1800-1831)\nn. United States endocrinologist (1892-1970)\nn. English landscape painter whose treatment of light and color influenced the French impressionists (1775-1851),"n. 车工, 体育协会会员"
Turner teeth,,[医] 特纳氏牙(局部性牙釉发育不全)
Turner's cerate,,"[医] 特纳氏蜡膏, 炉甘石蜡膏"
Turner's sign,,"[医] 特纳氏征(出血坏死性胰腺炎时,呈现腹部阏斑)"
Turner's sulci,,[医] 顶间沟
Turner's sulcus,,[医] 特纳氏沟(顶间沟)
Turner's syndrome,,[医] 特纳氏综合征(性机能延迟发育)
turnera,,"[医] 特纳草叶, 达米阿那"
Turneraceae,,特纳草科
Turnerella,,特纳藻属
turneresque,,adj. 类似(英国风景画家)透纳风格的
turneries,,"车削产品, 车床工厂, 车工工艺( turnery的名词复数 )"
turnerite,n. A variety of monazite.,独居石
turners,plural of turner\nn. United States slave and insurrectionist who in 1831 led a rebellion of slaves in Virginia; he was captured and executed (1800-1831)\nn. United States endocrinologist (1892-1970)\nn. English landscape painter whose treatment of light and color influenced the French impressionists (1775-1851),"(turner 的复数) n. 车工, 体育协会会员"
turnery,n. workshop where objects are made on a lathe\nn. products made on a lathe,"n. 车床加工, 车床工件, 车工车间"
turney,n. & v. Tourney.," [人名] [英格兰人姓氏] 特尼住所名称, 来源于人名Turnus+地点后缀acum"
turnhalle,n. A building used as a school of gymnastics.,n. 体操学校大楼
turnham,, [人名] 特纳姆
turnhout,, [地名] [比利时] 蒂伦豪特
Turnices,,三趾鹑亚目
Turnicidae,n. small Old World birds resembling but not related to true quail,三趾鹑科
Turnicomorphae,,三趾鹑形副科
turning,n. act of changing in practice or custom\nn. a shaving created when something is produced by turning it on a lathe\nn. a movement in a new direction\nn. the end-product created by shaping something on a lathe,"n. 旋转, 转弯处, 车削工作\n[化] 车削"
turning angle,,[机] 折转角
turning away,,v. 转变方向；转变方向\n[网络] 转过身去；于是我转身离开；边转身离开
turning circle,, 回转圆
turning crane,,[化] 回转式起重机
turning effect,,[机] 转动力
turning moment,,[机] 转矩
turning operation,,[机] 车削作业
turning pair,,[机] 旋转对
turning plate molding machine,,[机] 旋转模板造模机
turning point,,转折点\n[经] 转折点
turning scraps,,[机] 车屑
turning slider crank mechanism,,[机] 转块滑件柄机构
turning strickle,,[机] 旋转刮板
turning vane,,[化] 导向叶片
turning-circle,,n. （车辆的）转向圆，回转圆
turning-point,,转折点
turning-points,plural of turning-point,(turning-point 的复数) 转折点
turnings,n. the act of changing or reversing the direction of the course\nn. act of changing in practice or custom\nn. a shaving created when something is produced by turning it on a lathe,n. 旋转( turning的复数形式 ); 转弯处; 变向; 车工工艺
turnip,n. widely cultivated plant having a large fleshy edible white or yellow root\nn. root of any of several members of the mustard family,"n. 芜菁, 芜菁甘蓝\n[医] 芜菁, 萝卜"
turnip bed,,[网络] 萝卜床
turnip cabbage,, 球茎甘蓝
turnip greens,,[网络] 芜菁；芜菁叶；芜菁菜
turnip plant,,[网络] 萝卜植物
turnip-rooted celery,,un. 块根芹
turnip-rooted parsley,, 根用欧芹
turnip-shaped,s shaped in the form of a turnip, 芜菁根形的
turnips,n. widely cultivated plant having a large fleshy edible white or yellow root\nn. root of any of several members of the mustard family,n. 芜青( turnip的复数形式 ); 芜菁块根; 芜菁甘蓝块根; <俚>怀表
turnipseed,, [人名] 特尼普西德
turnipwood,,"青龙木, 黑黄檀"
turnipy,,a. 芜菁味的
turnix,"n. Any one of numerous species of birds belonging to Turnix or\n   Hemipodius and allied genera of the family Turnicidae. These birds\n   resemble quails and partridges in general appearance and in some of\n   their habits, but differ in important anatomical characteristics. The\n   hind toe is usually lacking. They are found in Asia, Africa, Southern\n   Europe, the East Indian Islands, and esp. in Australia and adjacent\n   islands, where they are called quails (see Quail, n., 3.). See\n   Turnicimorphae.",n. = button quail
Turnix sylvatica,,[网络] 林三趾鹑；二名法
turnkey,n someone who guards prisoners,"n. 监狱看守, 狱吏\n[计] 总控钥匙"
turnkey contract,,[法] 启钥契约
turnkey investemt,,[法] 启钥投资
turnkey job,,[法] 全部包办的工程
turnkey plant,,"[经] ""交钥匙""工厂(车间,厂房,固定设备)"
turnkey well,,[经] 全承包井
turnkeys,pl.  of Turnkey,n. 可立即投入使用的( turnkey的名词复数 )
turnley,, [人名] 特恩利
turnmeter,,"转速[转率, 回转]计, 回转速度指示器"
turnning,,"n. 旋转,转变"
turnock,, [人名] 特诺克
turnoff,n. something causing antagonism or loss of interest\nn. a side road where you can turn off,"n. 岔开, 岔道, 关闭"
turnon,,接通
turnout,n. the group that gathers together for a particular occasion\nn. a part of a road that has been widened to allow cars to pass or park\nn. attendance for a particular event or purpose (as to vote in an election)\nn. (ballet) the outward rotation of a dancer's leg from the hip,"n. 聚集的人群, 出席者, 产量\n[化] 输出; 产额"
turnout curve,,[电] 道岔曲度
turnouts,n. the group that gathers together for a particular occasion\nn. a part of a road that has been widened to allow cars to pass or park\nn. a short stretch of railroad track used to store rolling stock or enable trains on the same line to pass,n. 产量( turnout的复数形式 ); 出来; 设备; 清理
turnover,n. a dish made by folding a piece of pastry over a filling,"n. 翻倒, 翻转, 半圆酥饼, 营业额, 流通, 周转\na. 可翻转的"
turnover and pinlift machine,,[机] 翻转顶销脱模机
turnover cartridge,,[电] 转移唱头
turnover frequency,,[电] 转移频率
turnover labour,,[经] 替工
turnover molding machine,,[机] 翻转造模机
turnover number,,[机] 转换数
turnover of accounts receivable,,[经] 应收帐款周转率
turnover of all capital,,[经] 总资本周转率
turnover of all investment,,[经] 总投资周转率
turnover of capital,,[经] 资本的周转率
turnover of current assets,,[经] 流动资产周转率(额)
turnover of finished goods,,[经] 产成品周转率(额)
turnover of fixed assets,,[经] 固定资产周转率
turnover of foreign trade,,[经] 对外贸易额
turnover of goods in process,,[经] 在产(制)品周转率
turnover of inventories,,[经] 存货周转率(额)
turnover of investment,,[经] 投资周转率(额)
turnover of materials,,[经] 原料周转次数
turnover of net worth,,[经] 净值周转率(额)
turnover of payable,,[经] 应付款项周转率(额)
turnover of plant and equipment,,[经] 厂房和设备周转率
turnover of raw materials,,[经] 原材料周转率(额)
turnover of receivable ratio,,[经] 应收款项周转比率
turnover of stock,,[经] 存货周转率(额)
turnover of total assets,,[经] 总资产周转率(额)
turnover of total capital,,[经] 总资产周转率
turnover of total operating assets,,[经] 总经营资产周转率
turnover of working capital,,[经] 运用资本周转率
turnover per capital,,[经] 每人平均周转率
turnover pickup,,[电] 转移拾音
turnover rate,,[经] 周转率
turnover rate of capital,,[经] 资本周转率
turnover rate of receivables,,[经] 应收帐款周转率
turnover ratio,,[经] 周转比率
turnover ratio of accounts payable,,[经] 应付帐款周转率
turnover ratio of capital,,[经] 资本周转率
turnover ratio of inventory,,[经] 存货周转率
turnover ratio of net worth,,[经] 净值周转率
turnover ratio of working capital,,[经] 运用资本周转率
turnover ratios,,[经] 周转比率
turnover receivables,,[经] 应收款项周转率(额)
turnover tax,,[经] 周转税
turnover time,,[计] 翻转时间
turnovers,n. the ratio of the number of workers that had to be replaced in a given time period to the average number of workers\nn. a dish made by folding a piece of pastry over a filling\nn. the volume measured in dollars,n. 营业额( turnover的复数形式 ); 失误（篮球术语）; 职工流动率; （商店的）货物周转率
turnpike,n. (from 16th to 19th centuries) gates set across a road to prevent passage until a toll had been paid\nn. an expressway on which tolls are collected,"n. 收税栅, 收税路, 收税高速公路, 公路, 大道"
turnpiked,imp. & p. p. of Turnpike,n. 高速公路；= tollgate
turnpikes,n. (from 16th to 19th centuries) gates set across a road to prevent passage until a toll had been paid\nn. an expressway on which tolls are collected,"n. 公路, 付费公路( turnpike的复数形式 ); （旧时的）收税关卡"
turnpiking,p. pr. & vb. n. of Turnpike,n. 高速公路；= tollgate
turnplate,n. A turntable.,转盘
turnplow,,铧式犁
turnquest,, [人名] 特恩奎斯特
turnquist,, [人名] 特恩奎斯特
turnround,n act or process of unloading and loading and servicing a vessel or aircraft for a return trip,(机车、货车)周转(时间)
turnrounds,n. act or process of unloading and loading and servicing a vessel or aircraft for a return trip,n. 突然好转（或恶化）；周转时间（等于turnaround）
turns,"n a circular segment of a curve\nn the act of changing or reversing the direction of the course\nn (game) the activity of doing something in an agreed succession\nn an unforeseen development\nn a movement in a new direction\nn the act of turning away or in the opposite direction\nn turning or twisting around (in place)\nn a time for working (after which you will be relieved by someone else)\nn (sports) a division during which one team is on the offensive\nn a short theatrical performance that is part of a longer program\nn a favor for someone\nn taking a short walk out and back\nv change orientation or direction, also in the abstract sense\nv undergo a transformation or a change of position or action\nv undergo a change or development\nv cause to move around or rotate\nv change to the contrary\nv pass to the other side of\nv pass into a condition gradually, take on a specific property or attribute; become\nv let (something) fall or spill from a container\nv move around an axis or a center\nv cause to move around a center so as to show another side of\nv to send or let go\nv to break and turn over earth especially with a plow\nv shape by rotating on a lathe or cutting device or a wheel\nv change color\nv twist suddenly so as to sprain\nv cause to change or turn into something different; assume new characteristics\nv accomplish by rotating\nv get by buying and selling\nv cause to move along an axis or into a new direction\nv channel one's attention, interest, thought, or attention toward or away from something\nv cause (a plastic object) to assume a crooked or angular form\nv alter the functioning or setting of\nv direct at someone\nv have recourse to or make an appeal or request for help or information to\nv go sour or spoil\nv become officially one year older",n. 转弯；匝数；圈数（turn的复数形式）；手动车床
turns out,,n. 切断\nun. 外旋\nv. 证明；原来；到场\n[网络] 事实证明；原来的；结果呢
turns ratio,,[计] 匝比
turnscrew,,n. 螺丝旋转具
turnsick,,"n. [兽医]家畜晕倒病,蹒跚病"
turnside,,n. [兽医](牛、羊、犬等的)眩晕
turnsol,,"[医] 石蕊, 石蕊素"
turnsole,a. A plant of the genus Heliotropium; heliotrope; -- so\n   named because its flowers are supposed to turn toward the sun.\na. The sunflower.\na. A kind of spurge (Euphorbia Helioscopia).\na. The euphorbiaceous plant Chrozophora tinctoria.\na. Litmus.\na. A purple dye obtained from the plant turnsole. See def. 1\n   (d).,n. 向阳性植物
turnspit,n a roasting spit that can be turned,"n. 负责旋转烤肉叉的人, 转叉狗"
turnsratio,,变压器变比
turnstile,n. a gate consisting of a post that acts as a pivot for rotating arms; set in a passageway for controlling the persons entering,n. 十字转门
turnstile antenna,,[电] 正交叉天线
turnstiles,n. a gate consisting of a post that acts as a pivot for rotating arms; set in a passageway for controlling the persons entering,"n. （入口处等的）旋转式栅门, 旋杆( turnstile的复数形式 )"
turnstone,n. migratory shorebirds of the plover family that turn over stones in searching for food,n. 翻石鹬
turnstones,plural of turnstone\nn. migratory shorebirds of the plover family that turn over stones in searching for food,(turnstone 的复数) n. 翻石鹬
turntable,n. a circular horizontal platform that rotates a phonograph record while it is being played\nn. a revolving tray placed on a dining table\nn. a rotatable platform with a track; used to turn locomotives and cars,"n. 转车台, 唱盘"
turntable rumble,,[电] 转盘
turntables,n. a circular horizontal platform that rotates a phonograph record while it is being played\nn. a revolving tray placed on a dining table\nn. a rotatable platform with a track; used to turn locomotives and cars,n. （唱机的）转盘( turntable的复数形式 )
turntail,,"n. 逃跑者, 开小差者, 胆小鬼"
turnup,n the lap consisting of a turned-back hem encircling the end of the sleeve or leg,"n. 翻起物, 面朝上翻起的牌\na. 翻起的, 卷起的, 翘起的"
turnups,plural of turnup\nn the lap consisting of a turned-back hem encircling the end of the sleeve or leg,"(turnup 的复数) n. 翻起物, 面朝上翻起的牌\na. 翻起的, 卷起的, 翘起的"
turnus,"n. A common, large, handsome, American swallowtail butterfly,\n   now regarded as one of the forms of Papilio, / Jasoniades, glaucus. The\n   wings are yellow, margined and barred with black, and with an\n   orange-red spot near the posterior angle of the hind wings. Called also\n   tiger swallowtail. See Illust. under Swallowtail.", [医]丝虫的定期出现性
Turnverein,n a club of tumblers or gymnasts,n. <德>体育协会
turoff,, [人名] 图罗夫
turok,,n. (Turok)人名；(英、俄、捷)图罗克
turonian,n. One of the subdivisions into which the Upper Cretaceous\n   formation of Europe is divided., 土仑阶
turow,, [人名] 图罗
turp,,abbr. turpentine 松节油
Turpan,,吐鲁番[新疆维吾尔自治区](旧译Turfan)
turpen,, [人名] 特彭
turpentine,n. obtained from conifers (especially pines)\nn. volatile liquid distilled from turpentine oleoresin; used as paint thinner and solvent and medicinally,"n. 松脂, 松木油, 松节油\nvt. 涂以松节油"
turpentine camphor,,"[医] 松节油脑, 松油二醇"
turpentine camphor weed,,[网络] 松节油樟脑杂草
turpentine enema,,[医] 松节油灌肠
turpentine oil,,[医] 松节油
turpentine spirit,,[医] 松节油
turpentine stupe,,[医] 松节油热敷布
turpentine weed,, [医]松脂油香草
turpenting,,"[医] 松脂, 松油脂"
turpentole,,精制石油
turpeth,"n. The root of Ipom/a Turpethum, a plant of Ceylon, Malabar,\n   and Australia, formerly used in medicine as a purgative; -- sometimes\n   called vegetable turpeth.\nn. A heavy yellow powder, Hg3O2SO4, which consists of a basic\n   mercuric sulphate; -- called also turpeth mineral.",n. 印度喇叭花[牵牛花]
turpeth mineral,,[医] 黄[色]硷式硫酸汞
turpethin,,印度牵牛苷
turpidometer,,浮沉测粒计
Turpin,n. English highwayman (1706-1739),特平（人名）
turpis causa,,[法] 不道德的约因
turpis conditio,,[法] 不法条件
turpis contractus,,"[法] 不道德合同, 非法合同"
turpis personae,,[法] 丧失名誉的人
turpitude,n a corrupt or depraved or degenerate act or practice,"n. 卑鄙行为, 卑鄙\n[法] 邪恶, 可耻行为, 卑鄙"
turps,n volatile liquid distilled from turpentine oleoresin; used as paint thinner and solvent and medicinally\nn removal of significant amounts of prostate tissue (as in cases of benign prostatic hyperplasia),n. 松节油\n[医] 松节油
turquino,, [地名] [古巴] 图尔基诺
turquois,"n. A hydrous phosphate of alumina containing a little\n   copper; calaite. It has a blue, or bluish green, color, and usually\n   occurs in reniform masses with a botryoidal surface.","n. 绿松石, 青绿色\na. 青绿色的"
turquoise,n. a blue to grey green mineral consisting of copper aluminum phosphate,"n. 绿松石, 绿松石色"
turquoise blue,,n. 土耳其玉色
turquoise green,,"绿松石绿, 绿松石"
turquoises,n. a blue to grey green mineral consisting of copper aluminum phosphate\nn. a shade of blue tinged with green,n. 绿松石( turquoise的复数形式 ); 青绿色
turre,, [地名] [西班牙] 图雷
turreae,,[网络] 炮塔
turrell,, [人名] [英格兰人、爱尔兰人姓氏] 特勒尔 Tyrrell的变体; [地名] [美国] 塔勒尔
turrentine,, [人名] 特伦坦
turret,n. a small tower extending above a building,"n. 塔楼, 角楼, 攻城用仰冲车\n[机] 转塔, 多角刀架"
turret clock,, 塔钟
turret lathe,,"[机] 六角车床, 转塔车床, 多角车床"
turret lathe turning,,[机] 六角车床加工
turret tuner,,[电] 转塔调谐器
turret type pump,,[化] 塔式泵
turreted,"a. Furnished with a turret or turrets; specifically (Zool.),\n   having the whorls somewhat flattened on the upper side and often\n   ornamented by spines or tubercles; -- said of certain spiral shells.\na. Formed like a tower; as, a turreted lamp.","a. 有角塔的, 有锥形螺旋状壳阶的"
turretgraver,,回转刻图仪
turrethead,,n. [机](六角)转台
turrets,n. a small tower extending above a building\nn. a self-contained weapons platform housing guns and capable of rotation,n. <机>（六角）转台( turret的复数形式 ); （战舰和坦克等上的）转动炮塔; （摄影机等上的）镜头转台; （旧时攻城用的）塔车
turrialba,, [地名] [哥斯达黎加] 图里亚尔瓦
turrical,"a. Of or pertaining to a turret, or tower; resembling a\n   tower.","a. 塔楼的, 似塔的"
turricephaly,,[医] 尖头
turricula,,塔状物
turriculate,a. Alt. of Turriculated,"a. 有小角塔的, 有长螺旋的"
turriculated,"a. Furnished with, or formed like, a small turret or\n   turrets; somewhat turreted.","a. 有小角塔的, 有长螺旋的"
Turridae,,塔螺科
turriform,,塔形
Turrilites,,塔菊石属
Turrinae,,塔螺亚科
Turris,,塔螺属
turritid,,拟塔螺
Turritis,,[网络] 旗杆芥属；旗竿芥属
Turritis glabra,,[网络] 旗杆芥；旗竿芥
turritus,,塔形的
turro,, [人名] 图罗
tursiops,n. a genus of Delphinidae, [医]宽吻海豚属
Tursiops gilli,,[网络] 太平洋瓶鼻海豚；宽吻海豚；吉氏海豚
Tursiops truncatus,,[网络] 宽吻海豚；瓶鼻海豚；三头宽吻海豚一群
turst,,n. 托拉斯\n[网络] L----楚斯特；梅毒血清学试验
turtle,"n. any of various aquatic and land reptiles having a bony shell and flipper-like limbs for swimming\nv. hunt for turtles, especially as an occupation",n. 海龟
turtle bacillus,,[医] 鳖[分支]杆菌
turtle bean,,[网络] 乌龟豆
turtle dove,,[计] 龟标
turtle graphics,,[计] 龟图
turtle heart,,[医] 窦房性心传导阻滞
turtle lung,,"[医] 龟肺, 支气管扩张"
turtle shell,,龟壳
turtle soup,,un. 甲鱼汤\n[网络] 海龟汤；龟汤交易法；龟煲汤
turtle-back nail,,[医] 龟背甲
turtle-dove,,"n. 斑鸠, 雉鸠"
turtle-doves,plural of turtle-dove,"(turtle-dove 的复数) n. 斑鸠, 雉鸠"
turtle-neck,,n. 高领毛线衣，套头毛线衣
turtleback,,"n. 龟甲, 龟背甲板"
turtleburger,,n. 海龟肉汉堡包
turtled,"v overturn accidentally\nv hunt for turtles, especially as an occupation","vi. 捕海龟, 捕鳖（turtle的过去式与过去分词形式）"
turtledove,n. any of several Old World wild doves,"n. 斑鸠, 情人"
turtledoves,n. small Australian dove\nn. any of several Old World wild doves,n. 斑鸠；情人
turtlehead,n showy perennial of marshlands of eastern and central North America having waxy lanceolate leaves and flower with lower part creamy white and upper parts pale pink to deep purple,n. (产于美洲的)山玄参属的草本植物
turtleneck,n. a sweater or jersey with a high close-fitting collar,"n. 圆翻领, 高翻领毛衣"
turtleneck collar,,[网络] 卷领；高翻领
turtleneck sweater,, 高翻领毛衣
turtlenecked,,n. [美国英语]；(针织的)高圆套领\na. [亦作 turtlenecked] 高圆套领的；[常作定语](关心环保和社会问题的)龟领派
turtlenecks,n. a sweater or jersey with a high close-fitting collar,"n. 高领绒衣( turtleneck的复数形式 ); 高翻领, 圆翻领"
turtler,n. someone whose occupation is hunting turtles,"n. 捉海龟者, 海龟商"
turtles,"n a sweater or jersey with a high close-fitting collar\nn any of various aquatic and land reptiles having a bony shell and flipper-like limbs for swimming\nv overturn accidentally\nv hunt for turtles, especially as an occupation",n. 乌龟（turtle的复数）
turtlet,,"n. [动]小海龟,幼海龟"
turtling,"n. The act, practice, or art of catching turtles.","vi. 捕海龟, 捕鳖（turtle的现在分词形式）"
Turton,,n. (Turton)人名；(英)特顿
turunda,,塞条
tururnbull's blue,,[机] 腾氏蓝
turves,n surface layer of ground containing a mat of grass and grass roots\nn the territory claimed by a juvenile gang as its own\nn range of jurisdiction or influence,"n. 泥炭, 跑马场"
turvey,," [人名] [英格兰人姓氏] 特维住所名称，来源于古英语，含义是“草地+岛，低地”(turf,grass+island,lowlying land)"
turville,, [人名] 特维尔; [地名] [英国] 特维尔
turvy,, 颠倒
Turyn's sign,,[医] 图林氏征(见于坐骨神经痛)
tus,,[医] 咳
tusa,, [人名] 图萨; [地名] [意大利] 图萨
tusayan,, [地名] [美国] 图萨延
tusc,,abbr. Technology Use Studies Center 技术使用研究中心
Tuscaloosa,n. a university town in west central Alabama,n. 塔斯卡卢萨（美国亚拉巴马州西部城市）
Tuscan,n. a resident of Tuscany\nn. a dialect of Italian spoken in Tuscany (especially Florence)\na. of or relating to or characteristic of Tuscany or its people,"a. 托斯卡纳的, 托斯卡纳人的\nn. 托斯卡纳人, 托斯卡纳语"
Tuscan order,,[网络] 塔司干柱式；托斯卡纳式；托次坎柱式
tuscans,,abbr. Tuscan people 托斯卡纳人
tuscany,n. a region in central Italy,n. 托斯卡纳区（意大利行政区名）
Tuscarora,n. a member of an Iroquois people who formerly lived in North Carolina and then moved to New York State and joined the Iroquois\nn. the Iroquoian language spoken by the Tuscarora,"n. (印地安)塔斯卡洛拉人, 塔斯卡洛拉语"
tuscaroras,"n. pl. A tribe of North American Indians formerly living\n   on the Neuse and Tar rivers in North Carolina. They were conquered in\n   1713, after which the remnant of the tribe joined the Five Nations,\n   thus forming the Six Nations. See Six Nations, under Six.",n. 塔斯卡洛拉语；塔斯卡洛拉人（北美印第安人部族）
tusche,,"n. 黑墨,制版墨(一种腻性液态油墨)"
tuscher,,用制版墨绘图者
tuscola,, [地名] [美国] 塔斯科拉
tuscumbia,, [医]土斯镖鲈; [地名] [美国] 塔斯坎比亚
tush,n the fleshy part of the human body that you sit on,interj. 呸(表示申斥、轻蔑)\nn. 犬齿\nvi. 发出呸声
tushed,past tense of tush\nn the fleshy part of the human body that you sit on,(tush 的过去时) interj. 呸(表示申斥、轻蔑)\nn. 犬齿\nvi. 发出呸声
tushery,n. writing of poor quality; characterized by affected choice of archaic words,n. 故意写古风的文体
tushes,plural of tush\nn the fleshy part of the human body that you sit on,(tush 的复数) interj. 呸(表示申斥、轻蔑)\nn. 犬齿\nvi. 发出呸声
tushy,,n. 屁股
tusk,n. a long pointed tooth specialized for fighting or digging; especially in an elephant or walrus or hog\nv. remove the tusks of animals,"n. 长牙, 獠牙, 尖物\nvt. 以长牙刺戳, 以长牙掘"
tusk shell,, [动物学]角贝壳
tusk tenon,, 加劲凸榫
tusked,s. having tusks,"a. 有獠牙的, 有长牙的"
tuskegee,, [地名] [美国] 塔斯基吉
Tuskegee University,,塔斯基吉大学
tusken,, [人名] 塔斯肯
tusker,n. any mammal with prominent tusks (especially an elephant or wild boar),n. 有长牙的动物
tuskers,plural of tusker\nn. any mammal with prominent tusks (especially an elephant or wild boar),(tusker 的复数) n. 有长牙的动物
tusking,n. a long pointed tooth specialized for fighting or digging; especially in an elephant or walrus or hog\nv. remove the tusks of animals,"n. 长牙, 獠牙, 尖物\nvt. 以长牙刺戳, 以长牙掘"
tusklike,, 獠牙[长牙]状的
tusks,n a hard smooth ivory colored dentine that makes up most of the tusks of elephants and walruses\nn a long pointed tooth specialized for fighting or digging; especially in an elephant or walrus or hog\nv stab or pierce with a horn or tusk\nv remove the tusks of animals,n. （象等动物的）长牙( tusk的名词复数 ); 獠牙; 尖形物; 尖头
tusky,a. Having tusks.,"a. 有獠牙的, 有长牙的"
tuson,," [人名] [英格兰人姓氏] 图森好像取自父名，来源于教名Tuwe或Tywe,语源不详"
tuss,,n. (Tuss)人名；(德)图斯
tussah,n. oriental moth that produces brownish silk,"n. 柞蚕, 野蚕, 柞蚕丝, 野蚕丝"
tussah silk," A silk cloth made from the cocoons of a caterpillar\n   other than the common silkworm, much used in Bengal and China.\n The silk fiber itself.",[化] 柞蚕丝
tussal,,"a. [医]咳嗽的, 与咳嗽有关的, 咳嗽表现的"
Tussalan,,突沙纶(丝毛混纺)
Tussaud,n. French modeler (resident in England after 1802) who made wax death masks of prominent victims of the French Revolution and toured Britain with her wax models; in 1835 she opened a permanent waxworks exhibition in London (1761-1850),图索(姓氏)
tusseh,n oriental moth that produces brownish silk,"n. 柞蚕, 野蚕, 柞蚕丝, 野蚕丝"
tusser,n oriental moth that produces brownish silk,"n. 柞蚕, 野蚕, 柞蚕丝, 野蚕丝"
tusses,,墙面牙石
tussicula,,轻咳
tussicular,a. Of or pertaining to a cough.,[医] 咳的
tussiculation,,"[医] 干咳, 烦咳"
tussilago,n genus of low creeping yellow-flowered perennial herbs of north temperate regions: coltsfoots; in some classifications includes species often placed in other genera especially Homogyne and Petasites,[医] 款冬花
Tussilago farfara,,[网络] 款冬；款冬花；款冬属
Tussilago frarfara L.,,[医] 款冬
Tussilago L.,,[医] 款冬属
tussis,,n. [医]咳嗽
tussis conanlsiva,,"[医] 痉咳, 百日咳"
tussis ferina,,"[医] 痉咳, 百日咳"
tussis quinta,,"[医] 痉咳, 百日咳"
tussis stomachalis,,"[医] 胃病性咳, 胃咳"
tussive,,a. 咳嗽的\n[医] 咳的
tussive fremitus,,[医] 咳嗽性震颤
tussive squeeze,,[医] 咳嗽性肺压缩
tussive syncope,,[医] 剧咳后晕厥
tussle,n disorderly fighting\nv fight or struggle in a confused way at close quarters\nv make messy or untidy,"n. 扭打, 争斗, 论争\nvi. 扭打, 打斗"
tussle with evil,,[法] 与罪恶斗争
tussled,v. fight or struggle in a confused way at close quarters\nv. make messy or untidy,"vi. 打斗；扭打；剧烈的斗争\nn. 争斗, 扭打"
tussles,n disorderly fighting\nv fight or struggle in a confused way at close quarters\nv make messy or untidy,"n. <口>扭打, 争斗( tussle的名词复数 )"
tussling,v. fight or struggle in a confused way at close quarters\nv. make messy or untidy,"vi. 打斗；扭打；剧烈的斗争\nn. 争斗, 扭打"
tussock,n a bunch of hair or feathers or growing grass,n. 草丛
tussock bellflower,,[网络] 丛生风铃草
tussock caterpillar,,[网络] tussock毛毛虫
tussock grass,," 生草丛, 丛生禾"
tussock moth,,n. 毒蛾
tussocks,n. a bunch of hair or feathers or growing grass,n. （比周围的草长得密或高的）草丛( tussock的复数形式 )
tussocky,"a. Having the form of tussocks; full of, or covered with,\n   tussocks, or tufts.","a. 多丛的, 丛状的, 成簇的"
tussol,,"[医] 吐索尔, 杏仁酸安替比林"
tussore,n oriental moth that produces brownish silk,[化] 野蚕丝
tussores,n. oriental moth that produces brownish silk,罗缎
tussur,n. oriental moth that produces brownish silk,柞蚕丝
Tustin,,n. (Tustin)人名；(英)塔斯廷
tut,"v utter `tsk,' `tut,' or `tut-tut,' as in disapproval",interj. 啧啧(表示不赞成、责难)\nn. 啧啧声音\nvi. 发啧啧声
tut-tut,"v utter `tsk,' `tut,' or `tut-tut,' as in disapproval","v. 发出嘘(啧)之声\nint. (=tut)嘘, 啧"
tut-tuts,"v utter `tsk,' `tut,' or `tut-tut,' as in disapproval",v. 发出嘘（啧）之声( tut-tut的第三人称单数 )
tut-tutted,"v utter `tsk,' `tut,' or `tut-tut,' as in disapproval",v. 发出嘘（啧）之声( tut-tut的过去式和过去分词 )
tut-tutting,"v utter `tsk,' `tut,' or `tut-tut,' as in disapproval",v. 发出嘘（啧）之声( tut-tut的现在分词 )
tutamen,,"[医] 保护器, 防御物"
tutamina cerebri,,[医] 大脑保护物(指发、头皮、脑膜、颅骨等)
tutamina oculi,,[医] 眼保护物(指睫毛、眼睑等)
Tutane,,氨丁烷
tutania,,n. 锡合金
Tutankhamen,n. Pharaoh of Egypt around 1358 BC; his tomb was discovered almost intact by Howard Carter in 1922,n. 图坦卡蒙（埃及法老名）
Tutankhamun,,n. 图坦卡门（古埃及法老）
tutchone,, 塔穹语
tutee,n. learns from a tutor,"n. 被指导者, 学生, 被教导者"
tutees,plural of tutee\nn. learns from a tutor,"(tutee 的复数) n. 被指导者, 学生, 被教导者"
tutela,,[法] 监护
tutela actio,,[法] 监护的诉讼
tutela dativa,,[法] 官选监护
tutela legitima,,[法] 法定监护
tutela testamentaria,,[法] 遗嘱监护
tutelage,n. teaching pupils individually (usually by a tutor hired privately),"n. 守护, 监护, 指导\n[法] 监护, 保护, 指导"
tutelar,s providing protective supervision; watching over or safeguarding,"a. 保护的, 监护的, 监护人的\n[法] 保护的, 守护的, 监护的"
tutelar authority,,[法] 监护人的权力
tutelary,s providing protective supervision; watching over or safeguarding,"a. 保护的, 监护的, 监护人的"
Tutelo,,[网络] 即图特洛语；塔特洛；有土特鲁
tuten,, [人名] 塔滕
tutenag,n. Crude zinc.\nn. Packfong.,n. 一种白铜
Tuthili's method,,"[医] 塔西耳氏法, 巴-塔二氏法(检血钠)"
tuthill,, [人名] 塔特希尔
tutin,,羟基马桑毒素
