word,definition,translation
quiet tuning,,[电] 静调谐
quiet type,,[医] 镇静型
quieted,imp. & p. p. of Quiet,"v. 安静下来, 使…安静, 平静( quiet的过去式和过去分词 ); 减轻（病痛、疑虑、恐惧等）; [法律]确定（产权等）"
quieten,v. become quiet or quieter,"vi.vt. (使)安静, 平静下来, (使)平息, (使)平静, (使)镇静\nvt. 抚慰, 安慰"
quietened,v become quiet or quieter\nv make calm or still\nv cause to be quiet or not talk,v. （使）安静( quieten的过去式和过去分词 ); （使）平静; （使）平息; <主文>（使）（感情）减轻
quietening,v become quiet or quieter\nv make calm or still\nv cause to be quiet or not talk,v. （使）安静( quieten的现在分词 ); （使）平静; （使）平息; <主文>（使）（感情）减轻
quietens,v become quiet or quieter\nv make calm or still\nv cause to be quiet or not talk,v. （使）安静( quieten的第三人称单数 ); （使）平静; （使）平息; <主文>（使）（感情）减轻
quieter,a characterized by an absence or near absence of agitation or activity\na free of noise or uproar; or making little if any sound\ns not showy or obtrusive\ns in a softened tone\ns (of a body of water) free from disturbance by heavy waves\na of the sun characterized by a low level of surface phenomena like sunspots e.g.,n. 消音装置；消声器
quietest,a characterized by an absence or near absence of agitation or activity\na free of noise or uproar; or making little if any sound\ns not showy or obtrusive\ns in a softened tone\ns (of a body of water) free from disturbance by heavy waves\na of the sun characterized by a low level of surface phenomena like sunspots e.g.,清静的（quiet的最高级） 温和的 闲适的
quieting,v become quiet or quieter\nv make calm or still,[计] 静态
quieting sensitivity,,[电] 静寂灵敏度
quieting sesitivity,,[电] 静-噪灵敏度
quietism,n. a form of religious mysticism requiring withdrawal from all human effort and passive contemplation of God,"n. 寂静主义, 清静无为"
quietist,n. a religious mystic who follows quietism,n. 寂静主义者
quietistic,"a. Of or pertaining to the Quietists, or to Quietism.",a. 寂静主义（者）的
quietists,plural of quietist\nn. a religious mystic who follows quietism,(quietist 的复数) n. 寂静主义者
quietive,,镇静剂
quietly,r. with little or no sound\nr. with little or no activity or no agitation (`quiet' is a nonstandard variant for `quietly'),"adv. 安静地, 沉着地, 秘密地"
quietness,n. the property of making no sound,"n. 平静, 寂静"
quieto,, （音乐术语）宁静地
quiets,n a period of calm weather\nn an untroubled state; free from disturbances\nn the absence of sound\nn a disposition free from stress or emotion\nv become quiet or quieter\nv make calm or still,"v. 安静下来, 使…安静, 平静( quiet的第三人称单数 ); 减轻（病痛、疑虑、恐惧等）; [法律]确定（产权等）"
quietude,n a state of peace and quiet,"n. 平静, 寂静"
quietus,n euphemisms for death (based on an analogy between lying in a bed and in a tomb),"n. 解脱, 生命的终止, 偿清\n[法] 偿清, 解除, 清除"
quif,\n> cunt fart\n,
quife,"a fart from the vagina usually during sexual intercourse when the penis stimulates the farthest point of the vagina\n> -Dude, what the f**k was that!\n> -Just a quife.\n",
quiff,n. a prominent forelock (especially one brushed upward from the forehead),"n. 下贱女人, 一阵微风"
quiffed,past tense of quiff\nn. a prominent forelock (especially one brushed upward from the forehead),"(quiff 的过去时) n. 下贱女人, 一阵微风"
quiffs,plural of quiff\nn. a prominent forelock (especially one brushed upward from the forehead),"(quiff 的复数) n. 下贱女人, 一阵微风"
quigg,, [人名] 奎格
quigila,,[医] 奎吉拉病(南美洲似麻风的传染病)
Quigley,,"奎格利（爱尔兰姓氏, Quickley的变体）"
quijibo,"A fat, balding, North American ape with no chin.  First used in a Scrabble by Bart Simpson.\n> That quijibo can't play ball.  His gut keeps gettin in the way.\n",
Quiktran,,快速翻译语言
quil,,n. 奎尔（男子名）
Quilan,,氟草胺
quilca,, [地名] [秘鲁] 基尔卡
quilcene,, [地名] [美国] 奎尔森
quileute,,n. 奎尔尤特人(住在美国西北部沿海的一支印第安人)
quill,n. pen made from a bird's feather\nn. a stiff hollow protective spine on a porcupine or hedgehog\nn. the hollow spine of a feather,"n. 羽根, 大翎毛, 羽毛笔\nvt. 刺穿"
quill feather,, [鸟类学]翮羽
quill pen,,鹅毛笔
quill-coverts,,"n. [鸟] 绒羽,冉羽（羽根处的细毛）"
quill-driver,,"n. 作家, 抄写员, 新闻记者"
quill-like,, [医]羽管状
quill-pen,,n. 羽毛笔
Quillaia,,"[医] 皂树属, 肥皂树属"
Quillaia saponaria Molina,,[医] 皂树
quillaiae cortex,,[医] 皂树皮
quillaic acid,,[化] 皂皮酸\n[医] 皂树酸
quillaja,,[化] 皂树
quillaja saponin,,[化] 皂树皂苷
quillaja-saponin,,[医] 皂树皂甙
quillaja-sapotoxin,,[医] 皂树皂毒素
quillan,, [地名] [法国] 基扬
quillback,"n. An American fresh-water fish (Ictiobus, / Carpiodes,\n   cyprinus); -- called also carp sucker, sailfish, spearfish, and\n   skimback.",n. 背鳍前部象翎管而突出的北美产淡水鱼
quilldriver,,n. 耍笔杆的人
quilled,"imp. & p. p. of Quill\na. Furnished with quills; also, shaped like quills.","a. 有硬毛的, 羽毛状的"
quilled suture,,[医] 折迭缝术(张力缓冲缝术)
quillen,, [人名] 奎林
Quiller,,奎勒(姓氏)
quillet,n. Subtilty; nicety; quibble.,"n. 托辞,借口,搪塞"
quilliam,, [人名] [苏格兰人姓氏] 奎廉 McWilliam的变体
quillian,, [人名] 奎利恩
quillin,, [人名] 奎林
quilling,"p. pr. & vb. n. of Quill\nn. A band of linen, muslin, or the like, fluted, folded, or\n   plaited so as somewhat to resemble a row of quills.\nn. One of the rounded plaits or flutings of such a band.","n. 网眼纱褶裥边饰, 鸣笛术"
quillobordonine,,奎洛刀宁
quillotine,,剪断机
quillow,,"quillow (plural quillows)\nA quilt with an attached pocket into which the whole blanket can be folded, thus making a pillow.\n"
quills,n. pen made from a bird's feather\nn. a stiff hollow protective spine on a porcupine or hedgehog\nn. any of the larger wing or tail feathers of a bird,n. （刺猬或豪猪的）刺( quill的复数形式 ); 羽毛管; <鸟>翮; <纺>纡管
quillwort,"n. Any plant or species of the genus Isoetes, cryptogamous\n   plants with a cluster of elongated four-tubed rushlike leaves, rising\n   from a corm, and containing spores in their enlarged and excavated\n   bases. There are about seventeen American species, usually growing in\n   the mud under still, shallow water. So called from the shape of the\n   shape of the leaves.",n. 水韭属
quillwort family,,[网络] 菊花家族
Quilmes,,n. 基尔梅斯（位于阿根廷东部的城市）
quilo,,千克
quilombo,, [地名] [安哥拉、巴西] 基隆布; [电影]理想国
quilt,n. bedding made of two layers of cloth filled with stuffing and stitched together\nv. stitch or sew together\nv. create by stitching together,"n. 棉被\nvt. 加软衬料后缝制, 东拼西凑地编\nvi. 缝被子"
quilt suture,,[医] 连续褥式缝术
QUILTBAG,"An acronym to be used instead of LGBTQQ2IA*\n\nQ - Queer and Questioning\r\nU - Unidentified\r\nI - Intersex\r\nL - Lesbian\r\nT - Transgender, Transexual\r\nB - Bisexual\r\nA - Asexual\r\nG - Gay, Genderqueer\n> ""Hey, are you one of the QUILTBAG folk, too?""\n> ""The lesbian community is just one of the many different pockets in the QUILTBAG!""\n",
quilted,s. made of layers of fabric held together by patterned stitching,"a. 缝拢了的, 绗缝过的"
quilted bedspread,,[网络] 绗缝床罩
quilter,"n. One who, or that which, quilts.",n. 缝被子的人
quilters,"plural of quilter\nn. One who, or that which, quilts.",(quilter 的复数) n. 缝被子的人
quilting,"n. stitching through layers of fabric and a filling so as to create a design\nn. a material used for making a quilt, or a quilted fabric","n. 被子绗缝, 被子料子"
quilting bee,,n. （妇女聚在一起缝棉被的）大家缝活动
quilts,n bedding made of two layers of cloth filled with stuffing and stitched together\nv stitch or sew together\nv create by stitching together,n. 被子( quilt的名词复数 )
quilty,,n. 奎尔蒂（姓氏）
quim,,n. <英><忌>女性生殖器
Quim Ninja,"a sexual athelete, (male) one who is really on top of his game\n> i came eight times, he was real quim ninja\n",
quimby,,n. (Quimby)人名；(英)昆比
Quimofos,,敌杀磷
quimper,, [地名] [法国] 坎佩尔
quin,n one of five children born at the same time from the same pregnancy,n. 五个一套；五胞胎（等于quintuplet）
quin-,,[医] 金鸡纳皮
quina,,"n. 金鸡纳皮, 奎宁\n[医] 金鸡纳皮"
quinacetin,,[医] 奎纳西丁
quinacetin sulfate,,[医] 硫酸奎纳西丁
quinacillin,,[化] 喹那西林; 3-羧基-2-喹喔啉青霉素二钠
quinacridine,,[化] 喹吖啶
quinacridone,,"n. [化]喹吖(二) 酮, 二羟基喹啉并吖啶"
quinacridone pigment,,[化] 喹吖啶酮颜料
quinacrine,n a drug (trade name Atabrine) used to treat certain worm infestations and once used to treat malaria,"n. [药]奎纳克林,阿的平(一种抗疟药)"
quinacrine hydrochloride,,[化] 盐酸米帕林; 阿的平盐酸盐\n[医] 盐酸奎纳克林
quinacrine methanesulfonate,,[化] 甲磺酸米帕林; 阿的平甲磺酸盐\n[医] 甲磺酸奎纳克林
quinaform,,"奎哪仿, 甲酸奎宁"
quinalbarbitone,,"n. [药]司可巴比妥,速可眠(一种催眠药)"
quinaldic acid,,[化] 喹哪啶酸; 喹啉-2-羧酸
quinaldine,"n. A colorless liquid of a slightly pungent odor,\n   C9H6N.CH3, first obtained as a condensation product of aldehyde and\n   aniline, and regarded as a derivative of quinoline; -- called also\n   methyl quinoline.","[化] 喹哪啶; 2-甲基喹啉\n[医] 奎纳丁, 2-甲基喹啉"
quinaldine blue,,[化] 喹哪啶蓝
quinaldine carboxylic acid,,[化] 喹哪啶羧酸
quinaldine red,,[化] 喹哪啶红
quinaldinic acid,,"[化] 喹哪啶酸; 2-喹啉羧酸\n[医] 喹哪啶酸, 喹啉酸"
quinalgen,,"奎纳晶, 安纳晶, 乙氧基苯甲酰氨基喹啉"
quinalizarin,,醌茜素
quinalphos,,[化] 喹硫磷
quinamicine,,[医] 奎纳米辛(由奎胺制成的生物硷)
quinamidine,,"[化] 奎脒\n[医] 奎纳米丁(一种人造生物硷,为奎纳米辛的异构体)"
quinamine,,[化] 奎胺\n[医] 奎胺(一种金鸡纳生物硷)
quinaphenin,,[医] 奎纳弗宁(氨基苯乙酰的奎宁碳酸酯)
quinaphthol,,[化] 奎萘酚\n[医] 奎萘酚(磺酸β-萘酚奎宁)
quinapyramine,,[化] 喹匹拉明; 喹啉嘧啶胺
quinaquina,,[医] 金鸡纳皮
quinardic acid,,[化] 喹哪啶酸
quinardinic acid,,[化] 喹哪啶酸
quinary,a. Consisting of five; arranged by fives.,"a. 五的, 五个组成的, 五进制的\n[计] 五进制的"
quinary digit,,[计] 五进制数字
quinary notation,,[计] 五进制记数法
quinaseptol,,"[医] 奎纳西普妥, 迪阿索耳, 间磺酸邻氧喹啉(尿道消毒剂)"
quinasitinic acid,,[化] 奎亭酸
quinate,n. A salt of quinic acid.,"n. [化]奎尼酸\na. 具有五小叶的, 由五枚小叶片组成的"
Quinault,,奎纳尔特(姓氏)
quinazamid,,醌菌腙
quinazine,,[化] 喹嗪; 喹喔啉
quinazoline,,"[化]喹唑啉, 间二氮杂萘, 1, 3-二氮杂萘"
quinazolinyl,,[化] 喹唑啉基; 间二氮萘基; 间二氮杂萘基
quinazolone,,[医] 喹唑酮
quinazolyl,,[化] 喹唑啉基; 间二氮萘基; 间二氮杂萘基
quinbolone,,[化] 奎勃龙; α-喹唑啉酮
quince,n. small Asian tree with pinkish flowers and pear-shaped fruit; widely cultivated\nn. aromatic acid-tasting pear-shaped fruit used in preserves,[医] ╂Т
quince bush,,[网络] 昆西布什
quince seed,,[化] ╇栌籽
quinceanera,,n. （女孩十五岁生日时要举行的）成人礼
quincentenary,n the 500th anniversary (or the celebration of it)\na of or relating to a 500th anniversary,n. 第五百周年\na. 第五百周年的
quincentennial,n. the 500th anniversary (or the celebration of it)\na. of or relating to a 500th anniversary,"a. 第五百年的, 五百年的"
quinces,n. small Asian tree with pinkish flowers and pear-shaped fruit; widely cultivated\nn. aromatic acid-tasting pear-shaped fruit used in preserves,"n. 温柏, 温柏树( quince的复数形式 )"
Quincey,,n. (Quincey)人名；(法)坎塞；(英)昆西\n昆西
Quincke's capillary pulse,,[医] 昆克氏毛细血管脉搏
Quincke's disease,,[医] 昆克氏病(血管神经性水肿)
Quincke's edema,,"[医] 昆克氏水肿, 血管神经性水肿"
Quincke's meningitis,,"[医] 昆克氏脑膜炎, 急性浆液性脑膜炎"
Quincke's pulse,,"[医] 昆克氏脉搏, 毛细管脉搏"
Quincke's puncture,,"[医] 昆克氏穿刺, 腰椎穿刺"
Quincke's set,,[医] 昆克氏成套穿刺针
Quincke's sign,,"[医] 昆克氏征, 昆克氏毛细血管脉搏"
quincuncial," Having the form of a quincunx.\n Having the leaves of a pentamerous calyx or corolla so\n   imbricated that two are exterior, two are interior, and the other has\n   one edge exterior and one interior; as, quincuncial aestivation.","a. 双盖覆瓦状的, 梅花形的"
quincuncially,adv. In the manner or order of a quincunx.," 成五点形排列地, 叠覆排列地"
quincunx,"n. An arrangement of things by fives in a square or a\n   rectangle, one being placed at each corner and one in the middle;\n   especially, such an arrangement of trees repeated indefinitely, so as\n   to form a regular group with rows running in various directions.\nn. The position of planets when distant from each other five\n   signs, or 150�.\nn. A quincuncial arrangement, as of the parts of a flower in\n   aestivation. See Quincuncial, 2.","n. 五点形, 梅花形, 五点形排法"
quincunxial,,a. 梅花式的
Quincy,n. American patriot who presented the colonists' grievances to the English king (1744-1775),n. 昆西(m.)
quindecagon,"n. A plane figure with fifteen angles, and consequently\n   fifteen sides.",n. [数]十五角(边)形
quindecemvir,n. One of a sacerdotal college of fifteen men whose\n   chief duty was to take care of the Sibylline books.,n. 十五人团体中的一人
quindecenial,,"a. 每十五年发生一次的\nn. 十五年期间, 十五周年"
quindecennial,,"十五年期间\na. 每十五年发生一次的, 持续十五年的"
quindecillion,,n. & adj. （英、德）一百万的十五次幂； （美、法）千的十六次幂
quindenary,,十五进制的
quindlen,, [人名] 昆德伦
quindoline,,[化] 喹叨啉
quine,n. United States philosopher and logician who championed an empirical view of knowledge that depended on language (1908-2001), [人名] 奎因
Quine-McCluskey method,,[计] 奎因-麦克拉斯基法
quinella,,n. 赌前两名（只要猜中前两名即中奖）
quinene,,[化] 奎烯
quines,plural of quine\nn. United States philosopher and logician who championed an empirical view of knowledge that depended on language (1908-2001),(quine 的复数)  [人名] 奎因
quinestradiol,,[化] 奎雌醇; 雌三醇-3-环戊醚
quinestrol,,"n. [生化]炔雌醚,乙炔雌二醇环戊醚(雌激素,长效避孕片1号原料)"
quinetalate,,[化] 喹他酯; 酞氨喹
quinethazone,,[化] 喹乙宗; 喹乙唑酮
quinetie,,[医] 奎内廷(金鸡纳硷的粗混合物)
quinetum,,[医] 金鸡纳全硷
quinfamide,,[化] 喹法米特
quing,-ing form of que\nn. A half farthing.,(que 的现在分词) n. 队列
quingenary,,"五百年的, 五百的"
quingentenary,,"n. 第五百年, 五百年"
quingestanol,,氢炔雌醚
quingestrone,,"[化] 奎孕酮; 孕酮-3-烯醇环戊醚; 3-环戊氧基孕-3,5-二烯-20-酮"
quinhydrone,"n. A green crystalline substance formed by the union of\n   quinone with hydroquinone, or as an intermediate product in the\n   oxidation of hydroquinone or the reduction of quinone.","[化]氢醌, 对苯醌合对苯二酚"
quinhydrone electrode,,[化] 醌氢醌电极\n[医] [醌]氢醌电极
quinia,n. Quinine.,[医]=quinine
quinic,"a. Pertaining to, derived from, or connected with, quinine and\n   related compounds; specifically, designating a nonnitrogenous acid\n   obtained from cinchona bark, coffee, beans, etc., as a white\n   crystalline substance.",奎宁的
quinic acid,,"[化] 奎尼酸; 金鸡纳酸; 1,3,4,5-四羟基-1-环己烷羧酸\n[医] 奎尼酸, 1,3,4,5-四羟六氢苯甲酸"
quinicardine,,[医] 奎尼卡定(硫酸奎尼丁的商品名)
quinicine,"n. An uncrystallizable alkaloid obtained by the action of\n   heat from quinine, with which it is isomeric.",奎尼辛(一种液状金鸡纳生物碱)
quinidamine,,奎尼胺(金鸡纳生物碱)
quinide,,奎尼内酯
quinidex,n cardiac drug (trade names Quinidex and Quinora) used to treat certain heart arrhythmias,硫酸奎尼丁
quinidine,n. cardiac drug (trade names Quinidex and Quinora) used to treat certain heart arrhythmias,n. 奎尼丁\n[化] 奎尼丁; 奎尼定
quinidine bisulfate,,[医] 重硫酸奎尼丁
quinidine gluconate,,[化] 葡糖酸奎尼定
quinidine hydrobromide,,[医] 氢溴酸奎尼丁
quinidine hydroiodide,,[医] 氢碘酸奎尼丁
quinidine polygalacturonate,,[化] 奎尼丁聚半乳糖醛酸盐
quinidine sulfate,,[化] 硫酸奎尼丁\n[医] 硫酸奎尼丁
quinidine tannate,,[医] 鞣酸奎尼丁
quiniela,,n. 头两名博(指赛马、赛狗等中博彩者只需猜中头两名而不论其第一第二次序之赌博法)
quinin,,n. 金鸡纳霜;奎宁
quinine,n. a bitter alkaloid extracted from chinchona bark; used in malaria therapy,n. 奎宁\n[化] 奎宁; 金鸡纳碱; 金鸡纳霜
quinine acetate,,[医] 醋酸奎宁
quinine acetylsalicylate,,[医] 乙酰水杨酸奎宁
quinine acid sulfate,,[医] 重硫酸奎宁
quinine albuminate,,[化] 白蛋白合奎宁\n[医] 白蛋白奎宁
quinine amblyopia,,[医] 奎宁毒性弱视
quinine antimonate,,[化] 锑酸奎宁
quinine arsenate,,[医] 砷酸奎宁
quinine arsenite,,[医] 亚砷酸奎宁
quinine aspirin,,[化] 乙酰水杨酸奎宁
quinine benzoate,,[医] 苯甲酸奎宁
quinine bisalicylosalicylate,,[医] 双水杨酰水杨酸奎宁
quinine bismuth iodide,,[医] 碘化铋奎宁
quinine bisulfate,,[化] 奎宁硫酸氢盐; 酸式硫酸奎宁\n[医] 重硫酸奎宁
quinine camphorate,,[医] 樟脑酸奎宁
quinine carbacrylic resin,,[医] 奎宁聚羧丙烯酸树脂
quinine carbolate,,[化] 石炭酸奎宁; 苯酚奎宁\n[医] 苯酚奎宁
quinine carbonate,,[化] 奎宁碳酸盐
quinine chlorhydrophosphate,,[医] 磷盐酸奎宁
quinine chlorhydrosulfate,,[医] 硫盐酸奎宁
quinine citrate,,[医] 枸橼酸奎宁
quinine dihydrobromide,,[化] 奎宁二氢溴酸盐\n[医] 二氢溴酸奎宁
quinine dihydrochloride,,[化] 奎宁二盐酸盐\n[医] 二盐酸奎宁
quinine eosolate,,[医] 木溜磺酸奎宁
quinine ethyl carbonate,,[化] 无味奎宁
quinine ethylcarbonate,,"[医] 碳酸乙酯奎宁, 优奎宁"
quinine fever,,[医] 奎宁热
quinine formate,,"[化] 奎宁甲酸盐\n[医] 甲酸奎宁, 奎诺仿"
quinine gluconate,,[化] 奎宁葡萄糖酸盐
quinine glycerophosphate,,[医] 甘油磷酸奎宁
quinine guaiacol-bisulfonate,,[医] 愈创木酚二磺酸奎宁
quinine hrdrochlorphosphate,,[医] 磷盐酸奎宁
quinine hydriodide,,[化] 奎宁氢碘酸盐\n[医] 氢碘酸奎宁
quinine hydrobromide,,[化] 奎宁氢溴酸盐\n[医] 氢溴酸奎宁
quinine hydrochloride,,[化] 奎宁盐酸盐\n[医] 盐酸奎宁
quinine hydrochlorocarbamide,,[医] 盐酸脲奎宁
quinine hydrochlorsulfate,,[医] 硫盐酸奎宁
quinine hypophosphite,,[医] 次磷酸奎宁
quinine iodosulfate,,[化] 奎宁碘硫酸盐\n[医] 碘硫酸奎宁
quinine lactate,,[医] 乳酸奎宁
quinine nucleinate,,[医] 核酸奎宁
quinine oleate,,[化] 奎宁油酸盐
quinine oxidase,,[医] 奎宁氧化酶
quinine phenate,,[医] 苯酚奎宁
quinine phosphate,,[医] 磷酸奎宁
quinine phosphohydrochloride,,[医] 磷盐酸奎宁
quinine salicylate,,[化] 奎宁水杨酸盐\n[医] 水杨酸奎宁
quinine tannate,,[化] 奎宁单宁酸盐\n[医] 鞣酸奎宁
quinine tartrate,,[医] 酒石酸奎宁
quinine urea hydrochloride,,[化] 尿素奎宁盐酸盐\n[医] 盐酸脲奎宁
quinine valerate,,[医] 戊酸奎宁
quinine water,,"奎宁水[亦作 tonic, tonic water]"
quininephytin,,[医] 奎宁植酸钙镁
quininic acid,,[化] 6-甲氧基-4-喹啉甲酸; 奎宁酸\n[医] 奎宁酸
quininism,n. Alt. of Quinism," 奎宁中毒, 金鸡纳中毒"
quininize,,"奎宁化, 金鸡钠化"
quininone,,奎宁酮
quiniobine,,[化] 喹尼奥宾; 奎宁碘化铋油
quinisal,,"[医] 奎宁萨, 双水杨酰水杨酸奎宁"
quinisatinic acid,,[化] 奎靛红酸
quinism,n. See Cinchonism.,"n. 奎宁中毒, 金鸡纳中毒"
quinite,,[化] 对环己二醇
quinitol,,[化] 对环己二醇
quinium,,[化] 奎宁
quinizarin, A yellow crystalline substance produced artificially. It\n   is isomeric with alizarin.,"醌茜, 奎札因"
quinizarin green SS,,[化] 奎札因绿SS
quinizine,"n. any one of a series of nitrogenous bases, certain of\n   which are used as antipyretics.",[化] 安替比林
Quinkan,,[网络] 奎因堪；沙岩洞壁上的昆肯；角的昆肯艺术遗址
Quinlan,,昆兰（人名）
Quinlan's test,,[医] 昆兰氏试验(检胆汁)
Quinn,,n. 奎恩（姓氏）
Quinn Fabray,"A character on [Glee] who is a girl despite her strangely chosen name. She's a cheerleader and HBIC at McKinley High. She's always involved in some sort of scandal such as getting pregnant while being head of the celibacy club as she is actually batshit crazy in reality. Picks on [Rachel Berry] relentlessly for no apparent reason, except maybe the fact that she is secretly in love with her.\n> Because she ""hates"" Rachel so much, Quinn Fabray drew pornographic pictures of her on the bathroom wall and drew a picture of her surrounded by hearts. She also dreamt of herself surrounded by girls dressed in football uniforms. case closed...\n",
quinnat,"n. The California salmon (Oncorhynchus choicha); -- called\n   also chouicha, king salmon, chinnook salmon, and Sacramento salmon. It\n   is of great commercial importance.",salmon [鱼]大鳞大麻哈鱼(亦作quinnat)
quinnat salmon,,[美][动]大鳞大麻哈鱼
quinnell,, [人名] 昆内尔
Quinnipiac,"A University located in Hamden, Connecticut, in an attractive New England setting. Student body about 8,000 including undergrad, graduate, and law students. Students are mostly white, and either upper middle class or rich. Many are conservative as well. Division 1 sports. Known to have good parties, pretty competitive to get in to. Considered a JUNIOR IVY LEAGUE- whatever that means. Huge housing shortages. Great health science school. \n> Student from QU- I go to Quinnipiac!\n> Yale student- You dumb party animal!\n> Southern Connectictut student- You smart rich girl!\n",
quinnipiac university,,美国昆尼皮亚克大学
Quinny,"The female reproductory organ, or vagina.\n> used in the movie Elizabeth.\n",
quinoa,"n. The seeds of a kind of goosewort (Chenopodium Quinoa), used\n   in Chili and Peru for making porridge or cakes; also, food thus made.","[植]奎奴亚藜(产于安第斯山脉地区, 印第安人种植, 食用其粟)"
quinobal,,"司可巴比妥钠, 速可眠钠"
quinocaine,,盐酸地布卡因
quinocarbonium,,醌碳
quinochloral,,奎宁合氯醛
quinochrome,,[医] 醌色素
quinocide,,[化] 喹西特; 喹杀素; 8--6-甲氧基喹啉; 8-4-氨基戊氨基-6-甲氧基喹啉
quinocycline,,醌环素
quinoestrole,,炔雌醚
quinoform,,"[医] 奎诺仿, 甲酸奎宁"
quinogen,n. A hypothetical radical of quinine and related alkaloids.,醌精
quinoid,,[化]n.(结构、性质等方面似醌的)醌型化合物
quinoid form,,[化] 醌型
quinoid structure,,[化] 醌型结构
quinoidine,n. A brownish resinous substance obtained as a by-product\n   in the treatment of cinchona bark. It consists of a mixture of several\n   alkaloids.,n. [化]奎诺酊
quinol,,n. [化]对苯二酚
quinol imide,,[化] 醌醇亚胺
quinol phosphate,,[化] 磷酸对苯二酚酯
quinoline,"n. A nitrogenous base, C9H7N obtained as a pungent\n   colorless liquid by the distillation of alkaloids, bones, coal tar,\n   etc. It the nucleus of many organic bodies, especially of certain\n   alkaloids and related substances; hence, by extension, any one of the\n   series of alkaloidal bases of which quinoline proper is the type.",n. 喹啉\n[化] 喹啉
quinoline acids,,[化] 喹啉酸类
quinoline bismuth sulfocyanate,,[医] 硫氰酸喹啉铋
quinoline bisulfate,,[化] 喹啉硫酸氢盐
Quinoline Blue,,[化] 菁蓝
quinoline carboxylic acid,,[医] 喹啉羧酸
quinoline dye,,[化] 喹啉染料
quinoline dyes,,[化] 喹啉染料
quinoline rhodanate,,[医] 硫氰酸喹啉
quinoline salicylate,,[化] 喹啉水杨酸盐\n[医] 水杨酸喹啉
quinoline tartrate,,[化] 喹啉酒石酸盐\n[医] 酒石酸喹啉
quinoline thiocyanate,,[化] 硫氰酸喹啉\n[医] 硫氰酸喹啉
quinolinic acid,,"[化] 喹啉酸; 吡啶-2,3-二羧酸"
quinolinium compound,,[化] 喹啉┹化合物
quinolinoxazole,,[化] 喹啉并┭唑
quinolizine,,[化] 喹嗪
quinology,"n. The science which treats of the cultivation of the\n   cinchona, and of its use in medicine.",金鸡纳学
quinolone,,[化] 喹诺酮; 2-羟基喹啉
quinolones,plural of quinolone,(quinolone 的复数) [化] 喹诺酮; 2-羟基喹啉
quinolyl,,喹啉基
quinometry,,[医] 奎宁标准规定
quinomycin,,[医] 醌霉素
quinondiimine,,[化] 醌二亚胺
quinone,n any of a class of aromatic yellow compounds including several that are biologically important as coenzymes or acceptors or vitamins; used in making dyes,"n. [化]醌, 苯醌"
quinone chlorimide,,[化] 醌氯亚胺
quinone imide,,[化] 醌亚胺
quinone methide,,[化] 醌的甲基化物
quinone monoxime,,[化] 醌一肟
quinone-imine,,[化] 醌亚胺
quinoneimine dye(s),,[化] 醌亚胺染料
quinones,plural of quinone\nn any of a class of aromatic yellow compounds including several that are biologically important as coenzymes or acceptors or vitamins; used in making dyes,"(quinone 的复数) n.[化]醌, 苯醌"
quinonimine,,n. [化]醌亚胺
quinonimine dye(s),,[化] 醌亚胺染料
quinonization,,醌化作用
quinonoid,,a. [化]醌型的
quinonoid formula,,[建] 金鸡纳公式
quinonoid structure,,[化] 醌型结构
quinonyl,,(=benzoquinonyl)醌基
quinophan,,"[医] 奎诺芬, 辛可芬, 阿托方"
quinoplasmine,,"[医] 奎诺扑疟明, 奎诺扑疟喹(成药,含萘酸扑疟喹和硫酸奎宁)"
quinoplasmoquine,,[医] 奎诺扑疟喹
quinopropyline,,[医] 奎诺普洛皮林(一种奎宁的同系物)
quinopyrine,,[医] 奎诺比林(抗疟药)
quinoquinazoline,,[化] 喹啉并喹唑啉
quinoquinazolone,,[化] 喹啉并喹唑酮; 喹啉并喹唑啉酮
Quinora,,[网络] 昆诺拉
quinoral,,"(=chinoral)奎宁合氯醛, 奎诺酸"
quinosol,,"[化] 羟基喹啉磺酸钾\n[医] 奎诺索尔, 硫酸羟基喹啉"
quinotannic,,奎诺丹宁酸的
quinotannic acid,,"[化] 奎诺单宁酸; 奎诺鞣酸\n[医] 奎鞣酸, 金鸡纳鞣酸"
quinoticine,,奎诺剔素
quinotidine,,奎诺剔定
quinotine,,奎诺亭
quinotoxin,,"[医] 毒奎宁, 奎尼辛"
quinotoxine,,[化] 奎尼辛
quinotropine,,"奎诺托品, 奎尼酸乌洛托品"
quinovaic acid,,[化] 奎诺瓦酸
quinovatine,,"[医] 奎诺瓦廷, 阿里辛, 裴氏金鸡纳硷"
quinovic acid,,"[化] 奎诺酸\n[医] 鸡纳斐酸, 奎诺酸"
quinovin,"n. An amorphous bitter glucoside derived from cinchona and\n   other barks. Called also quinova bitter, and quinova.","奎诺温, 金鸡纳[皮]甙"
quinovose,,"鸡纳糖, 奎诺糖, 异鼠李糖, 6-去氧葡糖"
quinoxaline,n. Any one of a series of complex nitrogenous bases\n   obtained by the union of certain aniline derivatives with glyoxal or\n   with certain ketones.,喹喔啉
quinoxalinyl,,"喹喔啉基, 对二氨萘基"
quinoxalone,,[化] 喹喔酮
quinoxalyl,,[化] 喹喔啉基
quinoxin,,"[医] 奎诺克辛, 亚硝基酚"
quinoxyl,n. The hypothetical radical of certain quinone derivatives\n   related to rhodizonic acid.,"[医] 奎诺西, 喹碘方, 喹碘仿"
Quinq,,[医] 五
