word,definition,translation
knock-kneed,s. having the knees abnormally close together and the ankles wide apart,"a. 内弯足的, 八字脚的"
knock-knees,n an inward slant of the thigh,"n. 内翻膝, 外翻膝"
knock-knock joke,, 敲门笑话
knock-off,,n. 假冒商品; 敲去
knock-offs,plural of knock-off,(knock-off 的复数) n. 假冒商品; 敲去
knock-on,,n. 漏球
knock-on atom,,[电] 撞出的原子
knock-on effect,,n. 撞击作用
knock-out,,"[机] 清箱, 清箱处"
knock-out agreement,,[法] 相互勾结的秘密协议
knock-out core,,[机] 嵌入心型
knock-out drops,,[医] 水合氯醛滴剂
knock-out drum,,[化] 分离鼓; 分离罐
knock-out gear,,[机] 出模机构
knock-out grate conveyer,,[机] 清砂式输送机
knock-out grid,,[机] 清砂洛子
knock-out machine,,[机] 清箱机
knock-out personnel,,[机] 清箱员
knock-out pin,,[机] 顶出销
knock-out reaction,,[化] 分离反应
knock-out table,,[机] 清箱台
knock-outs,plural of knock-out,"(knock-out 的复数) [机] 清箱, 清箱处"
knock-sedative dope,,[化] 抗爆混合物; 抗爆剂
knock-up,,n. 网球赛前的热身
knock...for six,,"彻底打败..., 完全打碎..."
knockability,,(型砂)出砂性
knockabout,n. a sloop with a simplified rig and no bowsprit\ns. suitable for rough use,"a. 乱打的, 喧嚣的, 放荡性的\nn. 喧闹的争论(或吵架), 单桅帆船"
knockabouts,plural of knockabout\nn. a sloop with a simplified rig and no bowsprit\ns. suitable for rough use,"(knockabout 的复数) a. 乱打的, 喧嚣的, 放荡性的\nn. 喧闹的争论(或吵架), 单桅帆船"
knockback,,n. 拒绝
knockbal,,"叔丁威, 特灭威"
knockdown,n. a blow that knocks the opponent off his feet\ns. (furniture) easily assembled and dismantled,"a. 击倒的, 可拆卸的, 廉价的\nn. 压倒, 可拆卸家具"
knockdown-dragout,,adj. 你死我活的\n[网络] 毫不留情的
knockdowns,plural of knockdown\nn. a blow that knocks the opponent off his feet\ns. (furniture) easily assembled and dismantled,"(knockdown 的复数) a. 击倒的, 可拆卸的, 廉价的\nn. 压倒, 可拆卸家具"
knocked,imp. & p. p. of Knock,"v. 敲, 击, 打( knock的过去式和过去分词 ); （心）怦怦跳; 把…撞击成（某种状态）; 批评"
knocked down,,[经] 拆装的
knocked out,,喝醉；神志不清；被麻醉
knocked-down,,"a. 未装配的,拆装的"
knocked-down in carloads,,[化] 以拆卸状态装车
knocked-down shoulder,,[医] 敲落肩
knocked-out,s damaged,喝醉；神志不清；被麻醉
knocker,n. (Yiddish) a big shot who knows it and acts that way; a boastful immoderate person\nn. a person who knocks (as seeking to gain admittance)\nn. a device (usually metal and ornamental) attached by a hinge to a door,"n. 敲击者(或物), 敲门者, 门环\n[电] 开锤"
knockers,n. (Yiddish) a big shot who knows it and acts that way; a boastful immoderate person\nn. a person who knocks (as seeking to gain admittance)\nn. one who disparages or belittles the worth of something,n. <俚>（女人的）一对乳房（用此词会冒犯女性）; 门环( knocker的复数形式 ); 吹毛求疵的人
knockin,,爆震燃烧
knocking,"n the sound of knocking (as on a door or in an engine or bearing)\nv deliver a sharp blow or push :""He knocked the glass clear across the room""\nv rap with the knuckles\nv knock against with force or violence\nv make light, repeated taps on a surface\nv sound like a car engine that is firing too early\nv find fault with; express criticism of; point out real or perceived flaws",[机] 爆震内燃机
knocking combustion,,[化] 爆震燃烧
knocking copy,," 讲坏话, 中伤他人"
knocking shop,," 妓院, 窑子"
knockings,"n. pl. Large lumps picked out of the sieve, in dressing\n   ore.", 泥浆筛余物; 爆震
knockkneed,,X型腿的
knockmeter,,爆燃仪
knockoff,n. an unauthorized copy or imitation,n. 名牌仿制品; 冒牌服装
knockoffs,,<美><非正>仿制品( knockoff的名词复数 )
knockon,,身前落球(橄榄)
knockout,n. a blow that renders the opponent unconscious,"n. (拳击)击倒对方, 被击倒, 击倒, (非正式)令人倾慕的人/物, 轰动的事物\na. 击倒的, 引人注目的, 轰动的, 使昏迷的"
knockout drops,,"迷药,蒙汗药"
knockout game,"Niggers are at it again. Violence against unsuspecting white victims, some being jewish. These dirty shitskins still think of themselves as victims of society and use this excuse to commit crime rather than attempt to become a productive part of the society they believe owes them everything for free. They are animals and must be dealt with as animals.\n> Knockout game has replaced flash mobs as a newer more violent method of crime against whites. They strike a victim unexpectedly without even giving him/her a chance for self defense. Niggers are a plague on society.\n",
knockout plate,,[化] 顶出板; 脱模板; 甩板
knockout punch,, 出坯杆
knockout tower,,[化] 分离塔
knockout vessel,,[机] 分离器
knockouts,n. a very attractive or seductive looking woman\nn. a blow that renders the opponent unconscious,n. 击昏( knockout的复数形式 ); 击倒; 摧毁性; 淘汰赛
knocks,"n the sound of knocking (as on a door or in an engine or bearing)\nn negative criticism\nn a vigorous blow\nn a bad experience\nn the act of hitting vigorously\nv deliver a sharp blow or push :""He knocked the glass clear across the room""\nv rap with the knuckles\nv knock against with force or violence\nv make light, repeated taps on a surface\nv sound like a car engine that is firing too early\nv find fault with; express criticism of; point out real or perceived flaws","n. 短促的敲打（声）( knock的名词复数 ); 爆震声; 敲击声; 敲门（或窗等）声\nv. 敲, 击, 打( knock的第三人称单数 ); （心）怦怦跳; 把…撞击成（某种状态）; 批评"
knockup,,n. [竞赛] 暖身练习
knockwurst,n short thick highly seasoned sausage,n. (knackwurst之变体)大香肠
knode,, [人名] 诺德
Knoepfelmacher's butter meal,,[医] 克内费耳马赫尔氏奶油餐
Knoevenagel condensation,,[化] 克内文纳格尔缩合反应
Knoevenagel reaction,,[化] 克内文纳格尔反应
knoff,,一种荷兰小型二桅渔船
knoke,, [人名] 诺克; [地名] [美国] 诺克
knokkelkoorts,,[医] 印度尼西亚登革热
knoll,n. a small natural hill,"n. 小山, 圆丘\nvt. 敲钟\nvi. 敲响"
Knoll's glands,,[医] 克诺耳氏腺(假声带即室襞内的腺)
knolled,past participle of knoll\nn. a small natural hill,"(knoll 的过去分词) n. 小山, 圆丘\nvt. 敲钟\nvi. 敲响"
knollenberg,, [人名] 诺伦伯格
knoller,n. One who tolls a bell.,n. 小山 (knoll的变形)
knollite,,叶沸石
knolllite,,叶沸石
knolls,n. a small natural hill,"n. 小圆丘, 小土墩( knoll的复数形式 )"
knollwood,, [地名] [美国] 诺尔伍德
knoop,,努普显微压痕硬度试验仪
Knoop hardness number,,[医] 努普氏硬度数
Knoop's theory,,[医] 努普氏学说(脂肪酸-β-氧化学说)
knop,"n. A knob; a bud; a bunch; a button.\nn. Any boldly projecting sculptured ornament; esp., the\n   ornamental termination of a pinnacle, and then synonymous with finial;\n   -- called also knob, and knosp.","n. 球形手把, 蕾形装饰, 流苏"
Knop's solution,,[化] 克诺普液(植物的营养液)
Knopf,,n. (Knopf)人名；(德、瑞典、捷)克诺普夫；(英)克诺夫
Knopf's method,,[医] 瑞夫氏[疗]法(常作膈式呼吸治肺结核)
Knopf's treatment,,[医] 瑙夫氏疗法(常作膈式呼吸治肺结核)
knopite,,铈钙钛矿(钛酸钙矿夹杂氧化铯及氧化铁)
knopkierie,,n. <南非>= knobkerrie
knopp,, [人名] 诺普
knopped,a. Having knops or knobs; fastened as with buttons.,a. knop的变形
knoppern,"n. A kind of gall produced by a gallfly on the cup of an\n   acorn, -- used in tanning and dyeing.",栎鞣汁
knoppers,,[pl. ] 鞣伤
knops,"plural of knop\nn. A knob; a bud; a bunch; a button.\nn. Any boldly projecting sculptured ornament; esp., the\n   ornamental termination of a pinnacle, and then synonymous with finial;\n   -- called also knob, and knosp.","(knop 的复数) n. 球形手把, 蕾形装饰, 流苏"
knorr,," [人名] [英格兰人姓氏] 诺尔住所名称，中世纪高地德语的同源词，含义是“小丘”(small hill,mound)"
Knorr alkalimeter,,[化] 克诺尔式碳酸定量计
Knorr pyrrole synthesis,,[化] 克诺尔吡咯合成
Knorr synthesis,,[机] 克诺尔合成法
knosp,"n. Same as Knop,2.", 雕球饰
Knossos,n. an ancient town on Crete where Bronze Age culture flourished from about 2000 BC to 1400 BC,克诺索斯（地名）
knostantan,,[电] 康铜
knot,n. a tight cluster of people or things\nn. any of various fastenings formed by looping and tying a rope (or cord) upon itself or to another rope or to another object\nn. a hard cross-grained round piece of wood in a board where a branch emerged\nn. something twisted and tight and swollen,"n. 结, 群, 难题\nv. 打结, (使)纠缠"
knot garden,, 设计精致的花园
knot root,,[医] 二蕊紫苏[根]
knot strength,,[化] 结节强度
knot tendency,,[化] 结节强度
knot theory,, 纽结理论
knot-hole,,n. 木板上的节孔
knot-holes,plural of knot-hole,(knot-hole 的复数) n. 木板上的节孔
knotbreaker,,打回丝机
knotgrass,n. low-growing weedy grass with spikelets along the leaf stems,n. 两耳草
knothead,,n. 笨蛋
knothole,n. a hole in a board where a knot came out,n. 节孔
knotholes,plural of knothole\nn. a hole in a board where a knot came out,(knothole 的复数) n. 节孔
knotless,a. Free from knots; without knots.,"a. 没有结的, 没有节的"
knots,"n a tight cluster of people or things\nn any of various fastenings formed by looping and tying a rope (or cord) upon itself or to another rope or to another object\nn a hard cross-grained round piece of wood in a board where a branch emerged\nn something twisted and tight and swollen\nn a unit of length used in navigation; exactly 1,852 meters; historically based on the distance spanned by one minute of arc in latitude\nn soft lump or unevenness in a yarn; either an imperfection or created by design\nn a sandpiper that breeds in the Arctic and winters in the southern hemisphere\nv make into knots; make knots out of\nv tie or fasten into a knot\nv tangle or complicate",n. 结；结头；要点（knot的复数）
Knott,,n. (Knott)人名；(德)克诺特；(英)诺特
knotted,s. tied with a knot,"a. 多节的, 有节的；棘手的"
knotted hair,,"[医] 结毛症, 结节性断发病"
knotted list,,[计] 打结的列表
knotted list structure,,[计] 聚集表结构
knotted marjoram,,[网络] 打结马祖林；多节墨角兰
knotted suture,,[医] 间断结扎缝术
knotter,,"n. 打结的人[物], 解结的人[物]"
knotter (screen),,[化] 纸浆结筛
knotterman,,粗筛工
knottier,s. making great mental demands; hard to comprehend or solve or believe\ns. used of old persons or old trees; covered with knobs or knots\ns. highly complex or intricate and occasionally devious,a. （指木材）多结节的( knotty的比较级 ); 多节瘤的; 困难的; 棘手的
knottiest,s. making great mental demands; hard to comprehend or solve or believe\ns. used of old persons or old trees; covered with knobs or knots\ns. highly complex or intricate and occasionally devious,a. （指木材）多结节的( knotty的最高级 ); 多节瘤的; 困难的; 棘手的
knottily,," 有结地, 纠纷地"
knottiness,n puzzling complexity,"n. 多节, 纠纷, 难题"
knotting,v make into knots; make knots out of\nv tie or fasten into a knot\nv tangle or complicate,"n. 结形花边, 打结；结绳"
Knotts,-s form of Knott,(Knott 的第三人称 -s形式) n. (Knott)人名；(德)克诺特；(英)诺特
knotty,s. tangled in knots or snarls,"a. 有结的, 多节的, 多瘤的, 棘手的"
knotty pine,,[美国英语]节疤装饰松木(供内部装饰或家具用)
knotweed,n. See Knot/rass.,"n. [植] 紫菀科植物, 蓼科杂草"
knotweeds,plural of knotweed\nn. See Knot/rass.,"(knotweed 的复数) n.[植] 紫菀科植物, 蓼科杂草"
knotwork,,n. 编结工艺
knotwort,,n. knotgrass
knouse,, [人名] 诺斯
knout,n. a whip with a lash of leather thongs twisted with wire; used for flogging prisoners,"n. 皮鞭, 笞\nvt. 鞭打"
knouting,,鞭打( knout的现在分词 )
knouts,,"皮鞭（旧时俄国的一种刑具）, 笞( knout的名词复数 )"
know,n. the fact of being aware of information that is known to few people\nv. be cognizant or aware of a fact or a specific piece of information; possess knowledge or information about\nv. know how to do or perform something\nv. be aware of the truth of something; have a belief or faith in something; regard as true beyond any doubt,"v. 知道, 了解, 认识, 确信"
know a hawk from a handsaw,,v. 有常识
know a move or two,,机灵
know a thing or two,,"明白事理, 精明能干"
know a trick or two,,"机灵, 精明"
know a trick worth two of that,,v. 有更好的办法
know about,,"知道,了解,听说过…"
know all the answers,,"无所不知,见多识广,百事通,胸有成竹"
know all the ins and outs of sth,,了解某事的详情
know apart,, 能够区别
know best,, 最了解
know better,,"很懂得,很明白"
know better than,,不至于蠢到…
know better than to do sth,,"不至于蠢到…,不会…"
know black from white,,"精明老练,明辨是非"
know different,,"所掌握的情况大不一样, 见解大相径庭"
know enough to come in out of the rain,,"通情达理,懂道理,能够自理,有心计"
know for a certainty that...,,确实知道...
know for sure,,"确知,肯定知道"
know from,," 辨别, 分辨"
know goods,,[经] 认货
know how,,[化] 专门技术; 窍门
know how many beans make five,,v. 精明
know like a book,,对...通晓
know little of,,对…知之甚少
know no bounds,,无限
know no limits,,"永无止境,人心不足蛇吞象"
know no measure,,无止境
know no parallel,,"举世无双,无与伦比"
know nothing,,adj. 不可知论的\nn. 一无所知的人
know nothing of,,"对…一无所知,丝毫不了解"
know of,,"知道,了解,听说过…"
know one's business,,精通自己一行
know one's distance,,有自知之明
know one's goods,,内行
know one's onions,,精明
know one's own mind,,有自己的想法
know one's place,,知趣
know one's stuff,,精通自己的业务
know one's way around,,熟谙业务
know right well,,"知道得很清楚, 很懂得"
know sb by sight,,跟某人只是面熟(并不相识)
know sb well by reputation,,久闻大名
know score,,了解现实情况
know sth backwards,,"透彻了解某事,熟悉某事,精通某事"
know sth by heart,,"记住,背熟,牢记在心,熟悉某事"
know sth from inside,,"完全了解某事,对某事了如指掌"
know sth inside out,,彻底了解某事
know sth like a book,,对某事了如指掌
know sth pat,,"对某事物了解得一点不差, 对某事物记忆得一点不差"
know sth. pat,,对某事了解得一点不差
know the extent of,,知道…的程度
know the rope,,"懂行,了解情况"
know the ropes,,知道内情
know the score,,知道真相
know the time of day,,"消息灵通, 机警"
know what o'clock it is,,"什么都知道, 熟悉情况, 为人机敏"
know what's going on,,[网络] 知道发生了什么
know what's what,,"有常识, 懂事, 有鉴别能力"
know where the shoe pinches,,知道症结所在
know-all,n someone who thinks he knows everything and refuses to accept advice or information from others,"n. 自以为无所不知的人, 自称无所不知的人, 知识里手, 万宝全书"
know-alls,n. someone who thinks he knows everything and refuses to accept advice or information from others,n. <口>假装或自称无所不知的人( know-all的复数形式 )
know-hnw,,"[法] 技术秘密, 专门知识, 技能"
know-how,n. the (technical) knowledge and skill required to do something,"n. 实际知识, 技术秘诀, 诀窍\n[计] 技术诀窍"
know-how market,,[经] 技术知识市场
know-it-all,n. someone who thinks he knows everything and refuses to accept advice or information from others,n. 自以为博学的人\na. 自称无所不知的
know-it-alls,n. someone who thinks he knows everything and refuses to accept advice or information from others,n. <口>假装或自称无所不知的人( know-it-all的复数形式 )
know-nothing,"n. A member of a secret political organization in the\n   United States, the chief objects of which were the proscription of\n   foreigners by the repeal of the naturalization laws, and the exclusive\n   choice of native Americans for office.","n. 无知者, 不可知论者"
Know-Nothing Party,,[网络] 一无所知党；无知党；人受一无所知党
know-nothingism,"n. The doctrines, principles, or practices, of the\n   Know-nothings.","n. 不可知论, 秘密党派的排外主义"
know-nothings,"plural of know-nothing\nn. A member of a secret political organization in the\n   United States, the chief objects of which were the proscription of\n   foreigners by the repeal of the naturalization laws, and the exclusive\n   choice of native Americans for office.","(know-nothing 的复数) n. 无知者, 不可知论者"
knowability,,n. 可知性
knowable,a. capable of being known,"a. 可知的, 能认识的, 易知的"
knowall,,万事通
knowbot,,[计] knowbot程序
Knowbot Information Service,,[计] Knowbot信息服务
Knoweles delayed coking process,,[化] 诺尔斯延迟焦化过程; 诺尔斯外热延迟焦化过程
knower,n. a person who knows or apprehends,n. 认识者；理解者
knowers,plural of knower\nn. a person who knows or apprehends,(knower 的复数) n. 认识者；理解者
knowest,,"vt. 知道, 了解, 懂得, 通晓, 掌握…的知识(或技能)：；确知, 确信, 确认：\nvi. 知道, 了解, 懂得, 确知, 知情：\nn. [口语]知道, 知晓, 知情[主要用于习语]"
knowhow,,"n. 情报；实际的能力；专门技术；诀窍, 技巧"
knowing,n. a clear and certain mental apprehension\ns. evidencing the possession of inside information\ns. highly educated; having extensive information or understanding,"a. 博学的, 聪颖的, 精明的"
knowingly,r with full knowledge and deliberation,"adv. 会意地, 心照不宣地, 故意地, 有意地, 老练地\n[法] 心照不宣地, 故意地, 有意地"
knowingness,n. shrewdness demonstrated by knowledge,n. 知道
knowlan,, [人名] 诺兰
knowland,, [人名] 诺兰
knowle,, [地名] [英国] 诺尔
knowledgable,,"a. 知识渊博的, 有见识的"
knowledge,n the psychological result of perception and learning and reasoning,"n. 知识, 学问, 认识, 知道"
knowledge acquisition system,,[计] 知识获取系统
knowledge attribute,,[计] 知识的属性
knowledge base,,[计] 知识库\n[化] 知识库
knowledge base inference system,,[计] 知识库推理系统
knowledge base machine,,[计] 知识库机
knowledge base management unit,,[计] 知识库管理部件
knowledge base supporting model,,[计] 知识库支援模型
knowledge base system,,[计] 知识库系统
knowledge based debugging,,[计] 基于知识的调试
knowledge based program editing,,[计] 面向知识的程序编辑
knowledge based program understanding,,[计] 基于知识的程序理解
knowledge based system,,[计] 基于知识的系统
knowledge digestion and assimilation,,[计] 知识的消化和吸收
knowledge directed data base,,[计] 知识制导的数据库
knowledge domain,, 知识域
knowledge engineer,, 知识工程师
knowledge engineering,,[计] 知识工程\n[化] 知识工程
knowledge incompleteness,,[计] 知识的不完备性
knowledge industry,,[计] 知识工业
knowledge inference,,[化] 知识推理
knowledge information,,[计] 知识信息
knowledge information processing system,,[计] 知识信息处理系统
knowledge knowledge management program,,[计] 知识管理程序
knowledge knowledge manipulation system,,[计] 知识处理系统
knowledge knowledge network,,[计] 知识网
knowledge model,,[化] 知识模型
knowledge organization,,[计] 知识组织
knowledge production,,[计] 知识产生
knowledge query language,,[计] 知识查询语言
knowledge reasoning,,[计] 知识推理
knowledge refinement,,[计] 知识精炼
knowledge representation,,"[计] 知识表达, 知识表示\n[化] 知识表达"
knowledge representation language,,[计] 知识表示语言
knowledge representation system,,[计] 知识表示系统
knowledge response,,[计] 知识响应
knowledge science,,[计] 知识科学
knowledge source,,[计] 知识源
knowledge structure,,[计] 知识结构
knowledge subsystem,,[计] 知识子系统
knowledge transmission mechanism,,[计] 知识传输机制
knowledge-based consultation system,,[计] 基于知识的咨询系统
knowledge-based diagnosis,,[计] 基于知识的诊断
knowledge-based expert system,,[计] 基于知识的专家系统
knowledge-box,,"n. 头, (美)校舍"
knowledge-intensive,,a. 知识密集型的
knowledge-sharing,, 知识共享
knowledgeability,n. wisdom as evidenced by the possession of knowledge,"n. 知识丰富, 聪明"
knowledgeable,s. alert and fully informed,"a. 聪明的, 有知识的"
knowledgeableness,n. wisdom as evidenced by the possession of knowledge,n. knowledgeable的变形
knowledgeably,,adv. 有知识地；聪明地
knowledgeble,,a. 博学的;有知识的
knowledgeman,,[计] 智慧人
knowledges,plural of knowledge\nn the psychological result of perception and learning and reasoning,"(knowledge 的复数) n. 知识, 学问, 认识, 知道"
knowledgeware,,"[计] 智件, 知识件"
knowlegeable,,在行的
knowles,,n. 美国楼氏电子
Knowles cell,,[机] 诺尔斯电解池
knowlson,, [人名] [英格兰人姓氏] 诺尔森 Knowles的变体
Knowlton,,诺尔顿
Knowlton's cactus,,[网络] 诺尔顿的仙人掌
known,a. apprehended with certainty,"a. 已知的, 有名的\nknow的过去分词"
known address,,[计] 已知地址
known as,," 被称为, 公认为"
known danger,,[法] 已知危险
known error condition,,[计] 已知错误条件
known loss,,[经] 已知损失
known quantity,,[计] 已知量
known reserves,,"[经] 探明储量, 已知储量"
known state,,[计] 已知状态
knows,"n the fact of being aware of information that is known to few people\nv be cognizant or aware of a fact or a specific piece of information; possess knowledge or information about\nv know how to do or perform something\nv be aware of the truth of something; have a belief or faith in something; regard as true beyond any doubt\nv be familiar or acquainted with a person or an object\nv have firsthand knowledge of states, situations, emotions, or sensations\nv accept (someone) to be what is claimed or accept his power and authority\nv have fixed in the mind\nv have sexual intercourse with\nv know the nature or character of\nv be able to distinguish, recognize as being different\nv perceive as familiar",v. 知道（know的第三人称单数形式）
Knowsley,,诺斯利
knox,n. Scottish theologian who founded Presbyterianism in Scotland and wrote a history of the Reformation in Scotland (1514-1572),n. 诺克斯（姓氏）
Knox cracking,,[化] 诺克斯裂化法(气相热裂化法)
Knox's powder,,"[医] 诺克皮斯氏散剂, 含氯石灰, 漂白粉"
Knoxia corymbosa,,[医] 红芽大戟
knoxville,n. a city in eastern Tennessee on the Tennessee River,"n. 诺克斯维尔（地名, 美国田纳西州东部城市）"
knoxvillite,,叶绿矾
Knoxweed,,草灭滴混剂
Knrunegala ulcer,,"[医] 库鲁涅加拉溃疡, 热带化脓性病"
knu,,abbr. knuckle 关节，钩爪
knubel,, [人名] 努贝尔
knubs,n. pl. Waste silk formed in winding off the threads from a\n   cocoon.,n. 肿块；肿瘤
knuck down,,认真着手
knuckey,, [人名] 纳基
knuckle,n. a joint of a finger when the fist is closed\nv. press or rub with the knuckles\nv. shoot a marble while keeping one's knuckles on the ground,"n. 指节, 蹄爪, 膝关节\nv. 以指节打, 以手指射"
knuckle arm,,"[机] 转向节臂, 羊角臂"
knuckle down,,"开始认真工作, 屈服"
knuckle duster,,na. 指关节保护套\n[网络] 指节环套；钢铁拳套；格斗臂套
knuckle joint,,"[计] 铰链连接, 肘形接"
knuckle of coupler,,[机] 关节联结器
knuckle pin,,[机] 关节销
knuckle sandwich,,n. 对准嘴的一拳
knuckle screw thread,,[机] 圆顶螺绞
knuckle thread,,[机] 圆顶螺绞
knuckle under,,屈服
knuckle-bone,,n. 膝节骨；指关节骨
knuckle-bones,plural of knuckle-bone,(knuckle-bone 的复数) n. 膝节骨；指关节骨
knuckle-duster,,n. 指节铜套
knuckle-dusters,,n. 指节铜套（一种打架时用的凶器）; 指节铜套（一种可以伤人的武器）( knuckle-duster的复数形式 )
knuckleball,n. a baseball pitch thrown with little speed or spin,n. [棒](投手投出的)不旋转球
knuckleballer,,n. [棒]不旋转球投手
knucklebone,,"n. 指关节骨, 骨"
knucklebones,plural of knucklebone,"(knucklebone 的复数) n. 指关节骨, 骨"
knuckled,imp. & p. p. of Knuckle\na. Jointed.,"v. （指人）指关节( knuckle的过去式和过去分词 ); （指动物）膝关节, 踝"
knuckleduster,,n. [常作～s]=brass knuckles
knuckledusters,plural of knuckleduster,(knuckleduster 的复数) n.[常作～s]=brass knuckles
knucklehead,n a stupid person; these words are used to express a low opinion of someone's intelligence,"n. <美> 蠢人, 傻瓜"
knuckleheaded,,a. 愚笨无知的
knuckleheads,n. a stupid person; these words are used to express a low opinion of someone's intelligence,n. 蠢人；傻瓜
knuckler,n a baseball pitch thrown with little speed or spin,n. (=knuckle ball)[棒球] 慢速变化球
knuckles,n a small metal weapon; worn over the knuckles on the back of the hand\nn a joint of a finger when the fist is closed\nv press or rub with the knuckles\nv shoot a marble while keeping one's knuckles on the ground,"n. （指人）指关节( knuckle的名词复数 ); （指动物）膝关节, 踝\nv. （指人）指关节( knuckle的第三人称单数 ); （指动物）膝关节, 踝"
knuckling,v press or rub with the knuckles\nv shoot a marble while keeping one's knuckles on the ground,突球
knucks,,[网络] 指关节
knudsen,,"n. 努森（M·H·C, 1871-1949, 丹麦物理学家）"
Knudsen diffusion,,[化] 克努森扩散
Knudsen effect,,[化] 克努森效应
Knudsen ion source,,[化] 克努森离子源
Knudsen number,,[化] 克努森数
knudson,, [人名] 克努森
knur,n. A knurl.,"n. 硬节, 瘤, 木球"
knurl,"n. A contorted knot in wood; a crossgrained protuberance; a\n   nodule; a boss or projection.\nn. One who, or that which, is crossgrained.\nv. t. To provide with ridges, to assist the grasp, as in the\n   edge of a flat knob, or coin; to mill.","n. 木节, 木瘤, 隆起"
knurl wheel,,[化] 滚花轮
knurled,"a. Full of knots; gnarled.\na. Milled, as the head of a screw, or the edge of a coin.","a. 有节的, 有凸边的"
knurled enamel,,[医] 结节釉质
knurled nut,,[化] 滚花螺母
knurling,,"n. 滚花\n[计] 压花, 滚花, 刻痕"
knurling tool,,[机] 辊绞工具
knurlizer,,压花机
knurls,,辊式拉边器
knurly,"superl. Full of knots; hard; tough; hence, capable of enduring\n   or resisting much.","a. 多瘤的, 多节的"
knurr,,"n. 硬节, 瘤, 木球"
knurry,,adj. 节疤的
knussen,, [人名] 纳森
knust,,abbr. Kwame Nkrumah University of Science and Technology 瓜米鲁玛科技大学
knut,"n king of Denmark and Norway who forced Edmund II to divide England with him; on the death of Edmund II, Canute became king of all England (994-1035)","n. (=Canute) 花花公子, 纨裤子弟"
Knut Hamsun,,[网络] 汉姆生；哈姆生；克努特汉姆生
knute,,n. (Knute)人名；(英、德)克努特
knuth,, [人名] 克努特
Knutsford,,n. (Knutsford)人名；(英)纳茨福德
knutson,, [人名] 克努森
knx,,abbr. Kinney Company (stock-exchange symbol) 基尼公司（股票交易代码）
knxv,,abbr. Knoxville 诺克斯维尔（美国城市）
KO,n a blow that renders the opponent unconscious,"vt. 击倒, 打倒\nn. 击倒, 打倒"
KO punch,,[网络] 克沃宾治
KO'd,,n. 围棋的劫\n[网络] 可口可乐；击倒(knock out)；高
koa,,n. 寇阿相思树
koagamin,,可阿加明(止血用注射剂)
koaganmin,,"[医] 可阿加明(一种止血用注射剂,内含草酸、丙二酸)"
koagulen,,(=cogulen)科阿古伦(止血剂)
koala,n. sluggish tailless Australian arboreal marsupial with grey furry ears and coat; feeds on eucalyptus leaves and bark,n. 袋熊
koala bear,, 树袋熊
koalas,n. sluggish tailless Australian arboreal marsupial with grey furry ears and coat; feeds on eucalyptus leaves and bark,n. 树袋熊( koala的复数形式 )
koali,,番薯
koalmobile,,自行式井下无轨矿车
koan,n. a paradoxical anecdote or a riddle that has no solution; used in Zen Buddhism to show the inadequacy of logical reasoning,"n. [佛教] 心印, 以心传心"
koans,,"心印, 以心传心( koan的名词复数 )"
Koasati,,[网络] 萨提印第安人；沙提；萨蒂语
koaxin,,"[医] 可阿克辛(成药,含合成维生素K制剂)"
kob,n an orange-brown antelope of southeast Africa,n. [动] 非洲水羚
koba,"n. Any one of several species of African antelopes of the genus\n   Kobus, esp. the species Kobus sing-sing.",n. (Koba)人名；(俄、印、中非、格鲁)科巴
kobaltfahlerz,,钴黝铜矿
koban,,n. (日本的)警察派出所[日文汉字：交番]
kobayashi,,小林
kobe,n. a port city in Japan on Osaka Bay in southern Honshu; was damaged by an earthquake in 1995,n. 神户（日本本州岛西南岸港市）
Kobe Bryant,,科比-布莱恩特（美国球员）
Kobe Special,"A large gift a man gives to his wife to appease her after he's had an affair. After sleeping with another women, [Kobe Bryant] bought his wife a ring that cost as much as a large house.\n> Tiger: “I have to run to Zales to get a Kobe Special.""\n> Friend: ""What's that?""\n> Tiger: ""A house on a finger.""\n",
kobeite,,"钛稀金矿, 河边矿"
kobel,, [人名] 科贝尔
kobell,, [人名] 科贝尔
kobellite,"n. A blackish gray mineral, a sulphide of antimony,\n   bismuth, and lead.",硫铋锑铅矿
Kobelt's cysts,,[医] 科贝耳特氏囊肿
Kobelt's muscle,,[医] 科贝耳特氏肌(阴茎背静脉亚肌)
Kobelt's network,,[医] 科贝耳特氏网(前庭球静脉网)
Kobelt's tubes,,[医] 科贝耳特氏管(卵巢冠横管)
Kobelt's tubules,,[医] 科贝耳特氏小管(卵巢旁体小管;旁睾小管)
kobenhavn,n the capital and largest city of Denmark; located on the island of Zealand,(=Copenhagen)哥本哈根(丹麦首都)
kobenomycin,,神户霉素
kober,, [人名] 科伯
Kober test,,[医] 科贝尔氏试验(检雌激素及牛乳蛋白质)
Kober tests,,[医] 科贝尔氏试验(检雌激素及牛乳蛋白质)
Kobert's test,,[医] 科贝特氏试验(检血红蛋白)
Kobert's tests,,[医] 科贝特氏试验(检血红蛋白)
kobex,,二乙基二硝基三氟甲基苯二胺
kobi,, [人名] 科比; [地名] [贝、喀麦隆、尼日利亚、印度尼西亚] 科比
kobitalium,,考毕特铝合金
Koblenz,,科布伦次[德意志联邦共和国西部城市]
koblitz,, [人名] 科布利茨
Kobner's disease,,"[医] 科布内氏病, 大疱性表皮松解"
kobo,n 100 kobos equal 1 naira in Nigeria,n. 考包(尼日利亚辅币名)
