word,definition,translation
governed series moter,,[电] 调速串联电动机
governer,, 调节器; 调速器
governers,plural of governer,(governer 的复数)  调节器; 调速器
governess,n. a woman entrusted with the care and supervision of a child (especially in a private home),n. 女家庭教师
governesses,n. a woman entrusted with the care and supervision of a child (especially in a private home)\nv. bring into conformity with rules or principles or usage; impose regulations\nv. direct or strongly influence the behavior of,n. 女家庭教师( governess的复数形式 )
governessing,-ing form of governess\nn. a woman entrusted with the care and supervision of a child (especially in a private home),(governess 的现在分词) n. 女家庭教师
governessy,,"a. 家庭女教师似的,古板的,一本正经的,大惊小怪的"
governing,s. responsible for making and enforcing rules and laws,"[计] 调节, 控制"
governing board,,"[法] 董事会, 理事会"
governing body,, 主管团体
governing clause,,"[经] 约束条款, 控制条款"
governing equation,,[计] 控制方程
governing factor,,[法] 支配因素
governing law,,[经] 管辖法律
governing party,,[法] 执政党
governing principles,,"[经] 指导原则, 管理原则"
Governmant OSI Profile,,[计] 政府开放系统互连标准
government,n. the organization that is the governing authority of a political unit\nn. the act of governing; exercising authority\nn. (government) the system or form by which a community or other political unit is governed,"n. 政府, 内阁\n[经] 政府, 政治, 政体"
government accounting,,[经] 政府会计
Government Accounting Office,,[网络] 政府会计办公室；政府会计署；政府办公室
government activity,, [法]政府活动
government administration expenses,,[经] 政府管理费用
government agency,,"[经] 政府机关, 机关"
government agent,,"[法] 政府代理人, 政府代表"
government appointment,,"[法] 政府任用, 政府指派"
government attorney,,[法] 检察官
government audit,,[经] 政府审计
government auditor,,[经] 政府审计人员
government bill,,[经] 政府债券
government body,,政府机构
government bond,,[法] 公债
government bond house,,[经] 政府债券(公债)部门
government bonds,,[经] 政府债券
government broker,,[经] 政府经纪人
government budget,,政府预算
government budget deficit,,[经] 政府预算赤字
government building,,[网络] 政府大楼；萨摩亚政府办公大楼；惠灵顿国会大厦
government bulk-buying,,[经] 政府大宗采购
government business enterprises,,"[经] 公营企业, 国营企业"
government by civilians,,[法] 文治
government by law,,[法] 法治
government by the people,,[法] 民治
government capital,,[经] 国有资本
government circular,,[法] 政府通告
government compensation bond,,[经] 政府补偿公债
government contractor,,[经] 政府承包人(商)
government corporation,,[经] 国营公司
government credit guarantee,,[经] 政府信用保证
government decree,,[法] 政令
government department,, [法]政府部门
government departments,,[法] 政府公文
government deposit,,[经] 政府存款
government depositary,,[经] 批准接受政府存款的银行
government documents,,[法] 政府部门
government employee,,"[法] 政府雇员, 公务员"
government employee insurance,,[经] 政府雇员保险
government enterprise,,[经] 国营企业
government expenditures,,[经] 政府支出
government expenses,,[经] 政府费用
government finance,,[经] 政府财政
government guarantee,,[经] 政府保证
government guaranteed bond,,[经] 政府担保债券
government in exile,,[法] 流亡政府
government income,,[网络] 政府收入
government investment,,[经] 政府投资
government issue,, 公债券发行，国家证券发行
government land,,"[法] 政府土地, 官地"
government license,,[经] 政府的许可证
government loan,,[经] 政府贷款
government machinery,,[法] 政府机构
government man,,"联邦调查局调查员\n[法] 官员, 公务员, 支持政府者"
government minister,,政府部长
government money,,[法] 公款
government monopoly,,"[经] 政府专利, 政府垄断"
government note,, [财]政府纸币
government notice,,[法] 政府公告
government office,,"[法] 政府机构, 机关"
government official,,[法] 政府官员
government officials,, 官吏
government operated,,[经] 政府经营的
government orders money,,[经] 钞票
government owned corporation,,[经] 国有公司
government paper,,[经] 政府发行的有价债券
government papers,,[法] 政府发行的有价证券
government permission,,[法] 政府批准
Government Printing Office,,un. 政府印刷局\n[网络] 政府印务局；政府印刷办公室；美国政府印刷局
government privilege,,[法] 政府特权
government procurement,,"[经] 政府采办, 政府采购"
government procurement policy,,[经] 政府采购政策
government properties,,[经] 公有财产
government property,,"[法] 政府财产, 政府公物"
government receipts,,[经] 财政收入
government reports index,,[计] 政府报告索引
government representative,,"[法] 政府代表, 官方代表"
government revenue,, 政府收入
government revenue collecting office,,[法] 税收机关
government revenue collecting offices,,[经] 征税机关
government risk,,"[经] 政治风险, 政府风险"
government sector,,[经] 政府部门
government securities,,[经] 政府发行的有价证券
government security,, 政府证券
government service,,[法] 政府职务
government sharre,,"[法] 政府股分, 公股"
government stocks,,[经] 政府发行的债券
government subsidiaries,,[经] 政府补助金
government take,,[经] 政府所得
government ticket,,[法] 政府税单
government utility,,[经] 国营公用事业
government-backed,,adj. 政府支持的
government-in-exile,n. a temporary government moved to or formed in a foreign land by exiles who hope to rule when their country is liberated,n. 流亡政府
government-owned,, 官
government-run factery,,[经] 政府经营的工厂
government-run factory,,"[法] 政府经办的工厂, 公营工厂"
governmental,s. relating to or dealing with the affairs or structure of government or politics or the state,"a. 政治的, 统治上的, 政府的\n[法] 政府的, 统治的, 政治上的"
governmental accounting,,[经] 政府会计
governmental agencies,,[经] 政府机构
governmental arbitrator,,"[法] 国家公断人, 国家仲裁人"
governmental factors,,[经] 政府的代理商
governmental hospital,,[医] 公立医院
governmental owership,,[法] 国家所有权
governmental responsibility,,[法] 政府责任
governmental subsidy for capital expenditure,,[经] 国家建设补助金
governmentalism,,[法] 政府至上主义
governmentalist,,n. 政府至上主义者
governmentalize,,vt.使受政府管理
governmentally,r. by government,adv. governmental的变形
governmentese,,"n. 官腔,官话"
governments,n the organization that is the governing authority of a political unit\nn the act of governing; exercising authority\nn (government) the system or form by which a community or other political unit is governed\nn the study of government of states and other political units,n. 政权；政府；可转让政府证券（government的复数）
governor,n. the head of a state government\nn. a control that maintains a steady speed in a machine (as by controlling the supply of fuel),"n. (美)州长, (英)总督, 统治者, 管理者, 理事\n[医] 节制器, 调节器"
governor (gear),,[化] 调速器(齿轮)
governor arm,,[机] 调速器杆
Governor General,,（大英帝国国协内独立国家或殖民地等的）总督
governor head,,[电] 调整控制器
governor head limitter,,[电] 调速限载器
governor motor,,[化] 调速器电动机
governor plum,,[网络] 州长梅花
governor pump,,[化] 调速器泵
governor's plum,,[网络] 州长的李子
governor's race,,[网络] 总督的种族
governor-free state,,[计] 无调速状态
Governor-General,,n. 总督
Governor-Generals,,n. governor-general的变形
governor-generalship,,n. 总督的职位(或任期)
governor-generalships,plural of governor-generalship,(governor-generalship 的复数) n. 总督的职位(或任期)
governorate,,n. 省
governorates,-s form of governorate,(governorate 的第三人称 -s形式) n. 省
governors,n. the head of a state government\nn. a control that maintains a steady speed in a machine (as by controlling the supply of fuel),n. 主管( governor的复数形式 ); 理事; （美国的）州长; （学校、学院、医院等机构的）董事
Governors-General,,n. 总督 (governor-general的变形)
governorship,n. the office of governor,n. 统治者的职位/任期
governorships,plural of governorship\nn. the office of governor,(governorship 的复数) n. 统治者的职位/任期
governs,"v bring into conformity with rules or principles or usage; impose regulations\nv direct or strongly influence the behavior of\nv exercise authority over; as of nations\nv require to be in a certain grammatical case, voice, or mood",v. 统治( govern的第三人称单数 ); 管理; 治理; 支配（词或短语的形式或用法）
govett,, [人名] 戈维特
govier,, [人名] 戈维尔
govind,, [人名] 戈文德
govinda,,n. (Govinda)人名；(尼)戈文达
govt,,abbr. government 政府
gow,,n. 麻醉品（鸦片之类）
gowa,,abbr. Guild of Watchmen of Australia 澳大利亚警卫行进协会
gowan,"n. The daisy, or mountain daisy.\nn. Decomposed granite.",n. 雏菊
gowanda,, [地名] [美国] 戈万达
gowans,, [人名] 高恩斯
gowany,"a. Having, abounding in, or decked with, daisies.",a. [苏格兰和英格兰北部英语] =gowaned
goward,, [人名] 高尔德
gowd,n. Gold; wealth.,n. [苏格兰英语] =gold
Gowda,,n. (Gowda)人名；(印)高达
gowdy,, [人名] 高迪
gowen,, [人名] [英格兰人姓氏] 高恩 Gough的昵称; [地名] [美国] 高恩
gowen cypress,,[网络] 加州柏木
Gower,,高尔半岛[英国威尔士南部]
Gower's phenomenon,,[医] 高尔斯氏现象
Gower's sign,,"[医] 高尔斯氏征(光刺激时,虹膜有间歇性迅速颤动,见于脊髓痨)"
gowers,," [人名] [英格兰人姓氏] 高尔斯取自父名，来源于Gower,含义是“高尔之子”(son of Gower)"
Gowers hemometer,,[医] 高尔斯氏血红蛋白计
Gowers' column,,"[医] 高尔斯氏柱, 脊髓小脑前束"
Gowers' contraction,,"[医] 高尔斯氏收缩, 前叩击收缩"
Gowers' discase,,[医] 高尔斯氏病(跳跃性痉挛)
Gowers' disease,,"[医] 高尔斯氏病, 跳跃性痉挛"
Gowers' intermediate process,,"[医] 高尔斯氏中间突, 脊髓侧角"
Gowers' symptom,,[医] 高尔斯氏症状(瞳孔光反射不规则)
Gowers' syndrome,,"[医] 高尔斯氏综合征, 阵发性血管迷走神经性发作"
Gowers' tract,,"[医] 高尔斯氏束, 脊髓小脑前束"
Gowers's contraction,,"[医] 高尔斯氏收缩, 前叩击收缩"
gowing,, [人名] 高英
gowk,"v. t. To make a, booby of one); to stupefy.\nn. The European cuckoo; -- called also gawky.\nn. A simpleton; a gawk or gawky.","n. 杜鹃鸟, 呆子"
gowl,v. i. To howl., 落顶片帮
gowland,, [人名] 高兰
gown,"n. a woman's dress, usually with a close-fitting bodice and a long flared skirt, often worn on formal occasions\nn. the members of a university as distinguished from the other residents of the town in which the university is located\nn. protective garment worn by surgeons during operations\nn. outerwear consisting of a long flowing garment used for official or ceremonial occasions","n. 睡衣, 法衣, 大学全体师生\nvt. 使穿睡衣"
gowned,s. wearing a gown,vt.&vi. 穿长袍（gown的过去式与过去分词形式）
gowned war,,[法] 法庭上的争辩
gowning,v dress in a gown,vt.&vi. 穿长袍（gown的现在分词形式）
gowns,"n a woman's dress, usually with a close-fitting bodice and a long flared skirt, often worn on formal occasions\nn the members of a university as distinguished from the other residents of the town in which the university is located\nn lingerie consisting of a loose dress designed to be worn in bed by women\nn protective garment worn by surgeons during operations\nn outerwear consisting of a long flowing garment used for official or ceremonial occasions\nv dress in a gown",n. （法官、英国律师、大学学生在特别仪式上穿的）长袍( gown的名词复数 ); 女长服; （尤指在医院穿的）罩衣; 宽松长外衣
gownsman,n. Alt. of Gownman,n. 可穿长袍表示其职位者(如法官律师等)\n[法] 穿长袍式外衣的人
Gowrie,,n. (Gowrie)人名；(英)高里
gowster,,"n. 吸大麻的人, 吸毒品者"
goy,n a Christian as contrasted with a Jew,"n. 异邦人, 异教徒"
goya,n. Spanish painter well known for his portraits and for his satires (1746-1828),n. 戈雅（西班牙画家）
Goyaesque,,"a. (西班牙画家)戈雅的, 戈雅风格的"
Goyen,,n. (Goyen)人名；(荷)霍延
goyer,,n. [姓氏]高雅; [人名] 戈耶
goyim,n a Christian as contrasted with a Jew,goy的复数
goyisch,,"a. <贬>(犹太人用语)非犹太人(似)的,异族人(似)的"
goyische,,adj. <贬>（犹太人用语）非犹太人（似）的，异族人（似）的
goyish,,"a. <贬>(犹太人用语)非犹太人(似)的,异族人(似)的"
goynes,, [人名] 戈因斯
goyol,,告衣醇
Goyrand's hernia,,[医] 古瓦朗氏疝(不全性腹股沟疝)
Goyrand's injury,,"[医] 古瓦朗氏损伤, 牵引肘, 桡骨头半脱位"
goys,plural of goy\nn a Christian as contrasted with a Jew,"(goy 的复数) n. 异邦人, 异教徒"
goz,,沙丘状积沙[苏丹]
Gozitan,,a. (地中海马耳他附近的)戈佐岛的
gozo,, [地名] [马耳他] 戈佐岛
gozzan,,n. [矿]铁帽
gozzard,n. See Gosherd., [人名] 戈扎德
gozzetto,,[意]一种渔船
gozzo,,[意]一种渔船
GP,n a physician who is not a specialist but treats all illnesses,"普通医师, 普通医生开业医生\n[计] 通用程序设计, 图形处理器"
GP bomb,,[网络] GP炸弹
gpa,n a measure of a student's academic achievement at a college or university; calculated by dividing the total number of grade points received by the total number attempted,abbr. 通用放大器（General Purpose Amplifier）；客运总经纪人（General Procurement Agent）；平均分数（Grade-Point Average）
gpac,,abbr. grade point average category 积分点平均范畴
gpals,,abbr. Global Protection Against Limited Strikes 全球反对限制罢工权利组织
gpas,, 盖氏人格评估系统学说
gpb,,abbr. glossopharyngeal breathing 舌咽式呼吸
GPC,,[化] 凝胶渗透色谱法
gpcp,," [计]= General Purpose Contouring Program,通用等值线求解程序"
gpcs,," [计]= General-Purpose Control System,通用控制系统"
gpd,,abbr. gallons per day 加仑/天; grams per denier 克/旦（纤维细度单位）
gpe,, [医][=general purpose equipment]通用设备
gpg,,abbr. grains per gallon 格令/加仑
GPH,,(gallons per hour )加仑每小时\n(granulomatous hypersensitivity reaction) 肉芽肿过敏反应
gpi,,abbr. general paralysis of the insane (symptom of tertiary syphilis) 全身麻痹痴呆（三期梅毒患者的症状）; ground-position indicator （飞机）地面位置指示器
GPIB,,通用接口总线
gpk,, [医][=guinea pig kidney antigen]豚鼠肾抗原
gpl,,abbr. grams per liter 克/升
GPM,,abbr. 每分钟加仑数（gallons per minute）
gpn,, [医][=giant pigmented nevus]巨色素痣
gpnagra,,[医] 膝关节痛风
GPO,n an agency of the legislative branch that provides printing and binding services for Congress and the departments and establishments of the federal government,"邮政总局, 邮政机构"
gpp,,abbr. Good Pharmaceutical Practice <医疗机构制剂配剂质量管理规范>; 药房工作规范
gpps,, 通用聚苯乙烯
gpq,,"n. [冒险岛]GuildPartyQuest,家族任务。"
gpr,,abbr. 通用记录器（General Purpose Register）
gpra,,abbr. generalized progressive retinal atrophy 泛发性进行性视网膜萎缩
gprs,,abbr. 通用分组无线业务（General Packet Radio Service）
gps,n a navigational system involving satellites and computers that can determine the latitude and longitude of a receiver on Earth by computing the time difference for signals from different satellites to reach the receiver,abbr. 全球定位系统（Global Position System）；通用雷达（General Purpose Radar）；炮长主瞄准镜（Gunner's Primary Sight）
GPSG,,广义短语结构语法
GPSS,n a navigational system involving satellites and computers that can determine the latitude and longitude of a receiver on Earth by computing the time difference for signals from different satellites to reach the receiver,"[计] 通用系统模拟, 程序语言GPSS语言"
GPSS language,,[计] 通用系统模拟程序语言
GPT,,通用终端\n[化] 谷丙转氨酶; 谷氨酸丙酮酸转氨酶
gpttatus,,[医] 滴状的
gpu,,abbr. 地面动力装置（ground power unit）
gpx,, [医][=generalized plane xanthoma]泛发性扁平黄瘤
gpz,,abbr. Grand Rapids; Minnesota 美国; 明尼苏达州; 大瀑布城机场（代码）
gq,,abbr. 全船战备部署（general quarters）
GR,,"射击场, 总预备队\n[医] 喱, 格令, 谷(英国重量单位)"
Gr Br,,大不列颠
gr wt,," [医]gross weight 总重, 毛重"
GR-I,,[化] 异丁橡胶
gra,,abbr. （美）政府科学研究机构联合会（Governmental Research Association）
graae,, [人名] 格雷
Graaf,,"格拉夫(Regnier de, 1641-1673, 荷兰解剖学家)"
Graafian,"a. Pertaining to, or discovered by, Regnier de Graaf, a\n   Dutch physician.","follicle,Graafian vesicle[解]格拉夫卵泡,囊状卵泡,成熟卵泡"
Graafian follicle,,[医] 格雷夫氏卵泡(囊状卵泡)
Graafian lacuna,,"[医] 格雷夫氏卵泡, 囊状卵泡"
Graafian vesicle,,[医] 格雷夫氏卵泡
Graafian vessels,,"[医] 格雷夫氏管, 睾丸输出小管"
graal,"n. See Grail., a dish.",abbr. graph algorithmic language 图形算法语言
grab,n. a mechanical device for gripping an object\nv. make a grasping or snatching motion with the hand\nv. obtain illegally or unscrupulously\nv. take or grasp suddenly,"n. 抓握, 掠夺, 强占, 东方沿岸帆船\nvi. 抓取, 抢去\nvt. 攫取, 捕获, 霸占"
grab a bite,,"小吃,吃点心"
grab and keep,,巧取豪夺
grab at,,"抓住,攫取,伸手去抓"
grab bag,,"n. 摸彩袋, （各色人等、各种成分的）混杂, 聚合"
grab bar,, 抓条，扶手棍
grab hold of,,"抓住,抓紧"
grab off,,"抢得,攫取"
grab onto,,紧紧抓住…不放
grab sample,, 定时取样; 定时试样; 随意取样; 抓毛样品
grab sampling,,[化] 简单取样
grab session,,"非正式讨论会,漫谈会"
grab super-profits,,[经] 攫取超额利润
grab the biz,,[经] 大赚一笔钱
grab them by the pussy,"Something that Donald Trump enjoys doing.\n> “I moved on her like a bitch, but I couldn’t get there. And she was married.”\n> “I did try and fuck her. She was married.”\n> “Just kiss. I don’t even wait. And when you’re a star, they let you do it. You can do anything.”\n> “Grab them by the pussy. You can do anything.”\n",
grab with teeth,,[化] 带牙抓斗
grab-all,,"n. 贪心人, 杂物袋, (海岸附近的)渔网"
grab-and-go,,adj. 随时取用的
grab-bag,,n. 摸彩袋; 通常指女士随身带的一种小包
grab-rail,,扶手杆
grab-rails,plural of grab-rail,(grab-rail 的复数) 扶手杆
grabar,, [人名] 格拉巴
grabbed,v take hold of so as to seize or restrain or stop the motion of\nv get hold of or seize quickly and easily\nv make a grasping or snatching motion with the hand\nv obtain illegally or unscrupulously\nv take or grasp suddenly\nv capture the attention or imagination of,v. 攫取；捕获；强夺；匆忙地做（grab的过去分词形式）
grabber,n. an unpleasant person who grabs inconsiderately,"n. 贪心者, 强夺者, 强取者\n[计] 爪钩"
grabbers,plural of grabber\nn. an unpleasant person who grabs inconsiderately,"(grabber 的复数) n. 贪心者, 强夺者, 强取者\n[计] 爪钩"
grabbing,v take hold of so as to seize or restrain or stop the motion of\nv get hold of or seize quickly and easily\nv make a grasping or snatching motion with the hand\nv obtain illegally or unscrupulously\nv take or grasp suddenly\nv capture the attention or imagination of,v. 抓；夺走；强烈吸引（grab的ing形式）
grabbing gear,,[机] 抓斗绞车装置
grabble,v. i. To grope; to feel with the hands.\nv. i. To lie prostrate on the belly; to sprawl on the ground;\n   to grovel.,"vi. 搜索, 爬\nvt. 抓住"
grabbled,imp. & p. p. of Grabble,v. 搜索( grabble的过去式和过去分词 ); 匍匐搜索; 爬; 夺取
grabbler,,n. grabble的变形
grabbling,p. pr. & vb. n. of Grabble,v. 搜索( grabble的现在分词 ); 匍匐搜索; 爬; 夺取
grabby,s immoderately desirous of acquiring e.g. wealth,a. 贪婪的
grabe,,n. (Grabe)人名；(德、瑞典)格拉贝
grabed,past tense of grabe,(grabe 的过去时) n. (Grabe)人名；(德、瑞典)格拉贝
graben,,n. [地]地堑
grabens,plural of graben,(graben 的复数) n.[地]地堑
graber,, [人名] 格雷伯
Graber-Duvernay operation,,[医] 格-杜二氏手术(慢性股关节炎时促进局部血循环的方法)
grabhook,,抓爪
grabill,, [人名] 格拉比尔
grable,,格拉布尔（姓氏）
grabner,, [人名] 格拉布纳
grabois,, [人名] 格拉博伊斯
grabow,, [人名] 格拉博; [地名] [德国] 格拉博
grabowski,, [人名] 格拉博夫斯基
graboys,, [人名] 格拉博伊斯
grabs,n a mechanical device for gripping an object\nn the act of catching an object with the hands\nv take hold of so as to seize or restrain or stop the motion of\nv get hold of or seize quickly and easily\nv make a grasping or snatching motion with the hand\nv obtain illegally or unscrupulously\nv take or grasp suddenly\nv capture the attention or imagination of,n. 链钩（grab的复数）
graburn,, [人名] 格拉伯恩
Gracchus,,n. (Gracchus)人名；(德)格拉胡斯
grace,n. (Christian theology) a state of sanctification by God; the state of one who is under such divine influence\nn. elegance and beauty of movement or expression\nn. a disposition to kindness and compassion\nn. (Greek mythology) one of three sisters who were the givers of beauty and charm; a favorite subject for sculptors,"n. 优雅, 风度, 慈悲, 恩惠, 体面, 赦免, 恩典, 谢恩祷告\nvt. 使优美"
grace cup,,"谢恩杯, 告别祝酒"
Grace Kelly,,n. 格蕾丝·凯丽
grace login,,[计] 宽限注册
grace note,,"n. 装饰音, 花音"
grace of God,,[网络] 神的恩典；上帝的恩典；主恩典
grace of payment,,[经] 付款宽限期
Grace Patricia Kelly,,[网络] 恩典Patricia凯利
grace period,,"[经] 宽限期, 优惠期"
grace-note,,装饰音；花音（等于ornament）
grace-notes,plural of grace-note,(grace-note 的复数) 装饰音；花音（等于ornament）
graced,imp. & p. p. of Grace\na. Endowed with grace; beautiful; full of graces; honorable.,v. 使优美（grace的过去式与过去分词形式）
graceful,"a. characterized by beauty of movement, style, form, or execution",a. 优美的
graceful degradation,,"[计] 故障弱化, 功能降低"
graceful degration,,[电] 故障弱化
graceful exit,,[计] 从容退出
graceful recovery,,[计] 降级恢复
gracefulless,,"a. 不优美的,无礼貌的"
gracefully,r. in a graceful manner,adv. 优雅地；温文地
gracefulness,n. beautiful carriage,"n. 温文, 优雅；优美"
graceland,,n. 恩赐之地（歌曲名称）
gracelands,plural of graceland,(graceland 的复数) n. 恩赐之地（歌曲名称）
graceless,s. lacking graciousness\ns. lacking grace; clumsy,"a. 不知礼的, 不知耻的, 粗野的\n[法] 堕落的, 道德败坏的, 邪恶的"
gracelessly,r. in a graceless manner,adv. 笨拙地；不优美地
gracelessness,n. an unpleasant lack of grace in carriage or form or movement or expression\nn. the inelegance of someone stiff and unrelaxed (as by embarrassment),n. graceless的变形
graces,"n (Christian theology) a state of sanctification by God; the state of one who is under such divine influence\nn elegance and beauty of movement or expression\nn a sense of propriety and consideration for others\nn a disposition to kindness and compassion\nn (Greek mythology) one of three sisters who were the givers of beauty and charm; a favorite subject for sculptors\nn a short prayer of thanks before a meal\nn (Christian theology) the free and unmerited favor or beneficence of God\nv make more attractive by adding ornament, colour, etc.\nv be beautiful to look at","n. 风度, 恩遇, 魅力"
gracewood,, [地名] [美国] 格雷斯伍德
gracey,,n. (Gracey)人名；(英)格雷西
gracia,,"n. 格雷西亚（女子名, 等于Grace）"
gracias,,<西>int.谢谢
gracida,, [人名] 格拉西达
Gracie,"n United States comedienne remembered as the confused but imperturbable partner of her husband, George Burns (1906-1964)",n. 格雷西(Grace的异体)(f.)
Gracie Allen,,[网络] 艾伦；格雷西艾伦奖
gracilariid,,[网络] 细蛾科
gracilariid moth,,[网络] 江ia
Gracilariidae,n. leaf miners,细蛾科
gracile,s. slender and graceful,"a. 细长的, 纤弱的\n[医] 薄的, 细的"
gracile tubercles,,"[医] 薄束核结节, 棒状体"
gracileness,,n. gracile的变形
gracilis,,[医] 股薄肌
gracilis Diaptomus,,[医] 优雅螵水蚤
gracility,n elegance and beauty of movement or expression,"纤弱, 苗条"
Gracillariidae,,[网络] 细蛾科；鳞翅目细蛾科
gracing,p. pr. & vb. n. of Grace,v. 使优美（grace的现在分词形式）
gracioso,,"n. (西班牙喜剧中的)小丑,丑角"
graciosos,,"（西班牙喜剧中的）小丑, 丑角( gracioso的名词复数 )"
gracious,"a. characterized by charm, good taste, and generosity of spirit\ns. disposed to bestow favors","a. 亲切的, 慈善的"
graciously,r. in a gracious or graceful manner,adv. 和蔼地；仁慈地；雅致地
graciousness,n. excellence of manners or social conduct,"n. 亲切, 和蔼；好心"
grackle,n. long-tailed American blackbird having iridescent black plumage,n. 美洲黑羽椋鸟
graco,, [人名] 格雷科
Gracula,,[网络] 鹩哥属
Gracula religiosa,,[网络] 鹩哥；九官鸟；南亚鹩哥
gracy,, [人名] 格拉西
grad,n. one-hundredth of a right angle,n. 毕业生；校友
grad school,, = graduate school
grad student,,研究生
Grad.,,"[医] 渐渐, 逐步"
gradability,,可分等级性
gradable,s capable of being graded (for quality or rank or size etc.),"可分级的, 可分类的, 可分等的"
gradable opposition,,[网络] 可分级的反对
Gradall,,[机]挖掘平整机
gradate,"v. arrange according to grades\nv. pass imperceptibly from one degree, shade, or tone into another","v. (使)逐渐转化, 顺次排列"
gradated,"v arrange according to grades\nv pass imperceptibly from one degree, shade, or tone into another","v. （使）逐渐转化, 顺次排列( gradate的过去式和过去分词 )"
gradates,"v arrange according to grades\nv pass imperceptibly from one degree, shade, or tone into another","v. （使）逐渐转化, 顺次排列( gradate的第三人称单数 )"
gradatim,,"adv. 逐步地,渐渐地"
gradating,"v arrange according to grades\nv pass imperceptibly from one degree, shade, or tone into another","v. （使）逐渐转化, 顺次排列( gradate的现在分词 )"
gradation,n. relative position in a graded series\nn. the act of arranging in grades,"n. 逐渐变化, 分等级, 阶级, 顺序\n[电] 阶度"
gradation of crime,,"[法] 罪的等差, 罪行的等级, 犯罪的阶段"
gradational,s. taking place by degrees,"a. 有等级的, 渐次的"
gradationally,,adv. 有等级[阶级] 地
gradations,n. relative position in a graded series\nn. a degree of ablaut\nn. the act of arranging in grades,n. （从一事物到另一事物的）渐变( gradation的复数形式 ); （事物划分的）阶段; 等级; 刻度
gradatory,s taking place by degrees,[医] 适于步行的
grade,n. a relative position or degree of value in a graded group\nn. the gradient of a slope or road or other surface\nn. a degree of ablaut\nn. the height of the ground on which something stands,"n. 等级, 年级, 阶段, 成绩, 程度, 坡度, 斜坡\nvt. 分等, 分级, 评分\nvi. 属于某等级, 逐渐变化"
grade A milk,,[医] 甲级乳
grade crossing,,"n. 平面交叉, 平交道"
grade estimation,,[经] 等级(质量)评定
grade inflation,,"分数贬值；分数通胀(指因评分过高, 导致得高分者激增而使教学质量下降)；(为提高质量的)标准改变"
grade insignia,,[网络] 年级徽章
grade of delivery,,[计] 投递等级
grade of fit,,[机] 配合等级
grade of oil,,[经] 石油品级
grade of service,,"[计] 服务等级, 业务等级\n[经] 服务等级(质量)"
grade of transmission,,[计] 传输等级
grade periodicity technique,,[电] 渐变周期性技术
grade point,, 坡度点
grade point average,, 年级平均成绩，平均积分点
grade report,,成绩通知单
grade school,,小学
grade separation,,[经] 等级分类
grade sheet,,成绩单
grade up,, 上坡
grade-appropriate,,[网络] 等级适当
grade-constructed,,[网络] 等级构建
grade-description system,,[经] 分类法
grade-schooler,,n. 小学生
gradeability,,n. (机动车辆的)爬坡能力
gradebuilder,,"推拉推土机, 整坡机"
graded,s. arranged in a sequence of grades or ranks,a. 分等级的；按年级分的
graded base transistor,,[电] 渐变基极电晶体
graded commission,,[经] 级差佣金
graded distribution,,[计] 梯度分布
graded filter,,[电] 层级滤波器
graded index optic fiber,,[计] 分级检索光导纤维
graded insulation,,[电] 层级绝缘
graded insulators,,[电] 分层绝缘体
graded junction,,[电] 渐变接面
graded multiple,,[电] 分品复接
graded net,,[计] 等级网络
graded ply belt,,[化] 阶梯式运输带
graded shunt arrester,,[电] 分级分路避电器
graded system,,"[法] 分级的, 等级制"
graded tariff,,[经] 多级税率
graded tax,,[经] 等级税
graded thermoelectric arm,,[电] 层级热电臂
graded vesting,,[经] 级差法定利益
graded-junction transistor,,[电] 渐变接面电晶体
gradeless,,a. 无坡度的
gradeline,,巷道腰线
gradely,a. Decent; orderly.\nadv. Decently; in order.,"a. 极好的, 真正的, 恰当的, 好看的, 漂亮的, 十足的"
grademark,,n. (木材等上的)货品质量等级标记
gradener,,园丁
Gradenigo's syndrome,,[医] 格拉代尼果氏综合征(岩部炎伴第五、六脑神经麻痹)
grader,n. a judge who assigns grades to something,"n. 把东西分类别的人/机器, 平路机, 推土机"
graders,n. a judge who assigns grades to something,分级机\n分类机\n…年级学生\n[建] 平地机（grader的复数）
grades,"n a body of students who are taught together\nn a relative position or degree of value in a graded group\nn the gradient of a slope or road or other surface\nn one-hundredth of a right angle\nn a degree of ablaut\nn a number or letter indicating quality (especially of a student's performance)\nn the height of the ground on which something stands\nn a position on a scale of intensity or amount or quality\nn a variety of cattle produced by crossbreeding with a superior breed\nv assign a rank or rating to\nv level to the right gradient\nv assign a grade or rank to, according to one's evaluation\nv determine the grade of or assign a grade to",n. 分数；等级（grade的复数形式）
gradfly,,虻虫
Gradgrind,,n. 葛擂硬(狄更斯小说《艰难时世》中的人物)
Gradgrinds,plural of Gradgrind,(Gradgrind 的复数) n.葛擂硬(狄更斯小说《艰难时世》中的人物)
gradient,n. a graded change in the magnitude of some physical quantity or dimension\nn. the property possessed by a line or surface that departs from the horizontal,"n. 倾斜度, 梯度, 坡度, 斜率\na. 渐升的, 渐降的, 步行的"
gradient algorithm,,[计] 梯度算法
gradient centrifugation,,[化] 梯度离心
gradient change,,[计] 逐渐变化
gradient constant,,[计] 梯度常数
gradient descent,,[计] 梯度下降
gradient edge operator,,[计] 梯度边界算子
gradient elution,,[化] 梯度洗脱
gradient elution analysis,,[机] 梯度溶离分析
gradient elution partition chromatography,,[化] 梯度洗脱分配色谱法
gradient failure,,[计] 逐渐失效
gradient former,,[机] 梯度模型
gradient gel electrophoresis,,[化] 梯度凝胶电泳
